,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,senate_class,state_names
0,A000069,Daniel,Akaka,1924-09-11,M,D,False,300001,8704.0,21,486,11,0,HI,1,Hawaii
1,A000360,Lamar,Alexander,1940-07-03,M,R,False,300002,5.0,9,486,16,0,TN,2,Tennessee
2,A000368,Kelly,Ayotte,1968-06-27,F,R,False,412493,95241.0,1,486,4,0,NH,3,New Hampshire
3,B001261,John,Barrasso,1952-07-21,M,R,False,412251,1024777.0,5,486,10,0,WY,1,Wyoming
4,B000243,Max,Baucus,1941-12-11,M,D,False,300005,1727.0,33,486,4,0,MT,2,Montana
5,B001265,Mark,Begich,1962-03-30,M,D,False,412326,1030732.0,3,486,10,0,AK,2,Alaska
6,B001267,Michael,Bennet,1964-11-28,M,D,False,412330,1031622.0,3,486,6,0,CO,3,Colorado
7,B000468,Jeff,Bingaman,1943-10-03,M,D,False,300009,590.0,29,486,5,0,NM,1,New Mexico
8,B001277,Richard,Blumenthal,1946-02-13,M,D,False,412490,21799.0,1,486,14,0,CT,3,Connecticut
9,B000575,Roy,Blunt,1950-01-10,M,R,False,400034,45465.0,1,486,11,0,MO,3,Missouri
10,B001236,John,Boozman,1950-12-10,M,R,False,400040,92069.0,1,486,11,0,AR,3,Arkansas
11,B000711,Barbara,Boxer,1940-11-11,F,D,False,300011,2470.0,19,486,39,0,CA,3,California
12,B001268,Scott,Brown,1959-09-12,M,R,False,412384,9266532.0,3,486,4,0,MA,1,Massachusetts
13,B000944,Sherrod,Brown,1952-11-09,M,D,False,400050,5051.0,5,486,6,0,OH,1,Ohio
14,B001135,Richard,Burr,1955-11-30,M,R,False,400054,31054.0,7,486,30,2,NC,3,North Carolina
15,C000127,Maria,Cantwell,1958-10-13,F,D,False,300018,26137.0,11,486,2,0,WA,1,Washington
16,C000141,Benjamin,Cardin,1943-10-05,M,D,False,400064,4004.0,5,486,1,0,MD,1,Maryland
17,C000174,Thomas,Carper,1947-01-23,M,D,False,300019,663.0,11,486,1,0,DE,1,Delaware
