,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,senate_class
0,A000017,James,Abourezk,1931-02-24,M,D,,400679,,1,,,,SD,2
1,A000062,George,Aiken,1892-08-20,M,R,,400722,,33,,,,VT,3
2,A000127,James,Allen,1912-12-28,M,D,,400783,,5,,,,AL,3
3,B000063,Howard,Baker,1925-11-15,M,R,,401067,,7,,,,TN,2
4,B000200,Dewey,Bartlett,1919-03-28,,R,,401199,,1,,,,OK,2
5,B000254,Birch,Bayh,1928-01-22,M,D,,401248,,11,,,,IN,3
6,B000272,John,Beall,1927-06-19,M,R,,401266,,3,,,,MD,1
7,B000351,Henry,Bellmon,,M,R,,401343,,5,,,,OK,3
8,B000384,Wallace,Bennett,1898-11-13,,R,,401375,,23,,,,UT,3
9,B000401,Lloyd,Bentsen,1921-02-11,,D,,401391,,3,,,,TX,1
10,B000436,Alan,Bible,1909-11-20,,D,,401422,,19,,,,NV,3
11,B000444,Joseph,Biden,1942-11-20,M,D,,300008,34,1,,,,DE,2
12,B000851,William,Brock,1930-11-23,M,R,,401808,,3,,,,TN,1
13,B000871,Edward,Brooke,1919-10-26,M,R,,401828,,7,,,,MA,2
14,B001026,James,Buckley,1923-03-09,M,I,,401976,,3,,,,NY,1
15,B001077,Quentin,Burdick,1908-06-19,,D,,402023,,13,,,,ND,1
16,B001210,Robert,Byrd,1917-11-20,M,D,,300016,,15,,,,WV,1
17,B001209,Harry,Byrd,1914-12-20,M,I,,402149,,8,,,,VA,1
18,C000120,Howard,Cannon,1912-01-26,M,D,,402271,,15,,,,NV,1
19,C000220,Clifford,Case,1904-04-16,,R,,402366,,19,,,,NJ,2
20,C000356,Lawton,Chiles,1930-04-03,,D,,402495,,3,,,,FL,1
21,C000388,Frank,Church,1924-07-25,M,D,,402527,,17,,,,ID,3
22,C000448,Richard,Clark,1928-09-14,M,D,,402586,,1,,,,IA,2
23,C000721,Marlow,Cook,1926-07-27,,R,,402844,,5,,,,KY,3
24,C000802,Norris,Cotton,,,R,,402921,,19,,,,NH,3
25,C000877,Alan,Cranston,1914-06-19,,D,,402990,,5,,,,CA,3
26,C001006,Carl,Curtis,1905-03-15,M,R,,403113,,19,,,,NE,2
27,D000401,Robert,Dole,1923-07-22,M,R,,403515,,6,,,,KS,3
28,D000407,Pete,Domenici,1932-05-07,M,R,,300036,,1,,,,NM,2
29,D000409,Peter,Dominick,1915-07-07,M,R,,403522,,11,,,,CO,3
30,E000004,Thomas,Eagleton,1929-09-04,M,D,,403700,,5,,,,MO,3
31,E000018,James,Eastland,1904-11-28,M,D,,403714,,31,,,,MS,2
32,E000210,Joseph,Ervin,1901-03-03,M,D,,403897,,19,,,,NC,3
33,F000013,Paul,Fannin,1907-01-29,M,R,,403975,,9,,,,AZ,1
34,F000245,Hiram,Fong,1906-10-15,,R,,404199,,14,,,,HI,1
35,F000268,Wendell,Ford,1924-09-08,M,D,,404219,,1,,,,KY,3
36,F000401,James,Fulbright,1905-04-09,M,D,,404343,,29,,,,AR,3
37,G000072,Edwin,Garn,1932-10-12,M,R,,404444,,1,,,,UT,3
38,G000236,John,Glenn,1921-07-18,M,D,,404598,,1,,,,OH,3
39,G000267,Barry,Goldwater,1909-01-01,M,R,,404629,,17,,,,AZ,3
40,G000388,Maurice,Gravel,1930-05-13,,D,,404738,,5,,,,AK,3
41,G000465,Robert,Griffin,1923-11-06,M,R,,404810,,7,,,,MI,2
42,G000531,Edward,Gurney,1914-01-12,M,R,,404876,,5,,,,FL,3
43,H000170,Clifford,Hansen,1912-10-16,,R,,405052,,7,,,,WY,2
44,H000291,Philip,Hart,1912-12-10,M,D,,405164,,15,,,,MI,1
45,H000297,Rupert,Hartke,1919-05-31,M,D,,405170,,15,,,,IN,1
46,H000317,Floyd,Haskell,1916-02-07,M,D,,405190,,1,,,,CO,2
47,H000343,Mark,Hatfield,1922-07-12,M,R,,405212,,7,,,,OR,2
48,H000346,William,Hathaway,1924-02-21,M,D,,405215,,1,,,,ME,2
49,H000463,Jesse,Helms,1921-10-18,M,R,,300154,,1,,,,NC,2
50,H000725,Ernest,Hollings,1922-01-01,M,D,,300053,,7,,,,SC,3
51,H000875,Roman,Hruska,1904-08-16,,R,,405721,,19,,,,NE,1
52,H000905,Walter,Huddleston,1926-04-15,M,D,,405751,,1,,,,KY,2
53,H000922,Harold,Hughes,1922-02-10,M,D,,405767,,5,,,,IA,3
54,H000953,Hubert,Humphrey,1911-05-27,M,I,,405797,,18,,,,MN,1
55,I000025,Daniel,Inouye,1924-09-07,M,D,,300056,2568,11,,,,HI,3
56,J000013,Henry,Jackson,1912-05-31,M,D,,405920,,21,,,,WA,1
57,J000064,Jacob,Javits,1904-05-18,M,R,,405969,,17,,,,NY,3
58,J000189,John,Johnston,1932-06-10,M,D,,406084,,1,,,,LA,2
59,K000105,Edward,Kennedy,1932-02-22,M,D,,300059,,11,,,,MA,1
60,L000148,Paul,Laxalt,1922-08-02,M,R,,406653,,1,,,,NV,3
61,L000428,Russell,Long,1918-11-03,,D,,406918,,25,,,,LA,3
62,M000053,Warren,Magnuson,1905-04-12,M,D,,407081,,29,,,,WA,3
63,M000113,Michael,Mansfield,1903-03-16,M,D,,407137,,21,,,,MT,1
64,M000241,Charles,Mathias,1922-07-24,M,R,,407259,,5,,,,MD,3
65,M000332,John,McClellan,1896-02-25,M,D,,407342,,31,,,,AR,2
66,M000346,James,McClure,1924-12-27,M,R,,407355,,1,,,,ID,2
67,M000445,Gale,McGee,1915-03-17,,D,,407444,,15,,,,WY,1
68,M000452,George,McGovern,1922-07-19,M,D,,407451,,11,,,,SD,3
69,M000486,Thomas,McIntyre,1915-02-20,M,D,,407481,,11,,,,NH,2
70,M000671,Lee,Metcalf,1911-01-28,,D,,407656,,13,,,,MT,2
71,M000678,Howard,Metzenbaum,1917-06-04,M,D,,407663,,1,,,,OH,3
72,M000851,Walter,Mondale,1928-01-05,M,I,,407824,,9,,,,MN,2
73,M000876,Joseph,Montoya,1915-09-24,M,D,,407848,,9,,,,NM,1
74,M001033,Frank,Moss,1911-09-23,M,D,,408000,,15,,,,UT,1
75,M001121,Edmund,Muskie,1914-03-28,M,D,,408083,,15,,,,ME,1
76,N000033,Gaylord,Nelson,1916-06-04,,D,,408123,,10,,,,WI,3
77,N000171,Samuel,Nunn,1938-09-08,M,D,,408252,,1,,,,GA,2
78,P000009,Robert,Packwood,1932-09-11,M,R,,408420,,5,,,,OR,3
