,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,senate_class
0,A000017,James,Abourezk,1931-02-24,M,D,,400679,,5,,,,SD,2
1,A000139,Maryon,Allen,1925-11-30,F,D,,400795,,1,,,,AL,3
2,A000127,James,Allen,1912-12-28,M,D,,400783,,9,,,,AL,3
3,A000202,Wendell,Anderson,1933-02-01,,I,,400862,,1,,,,MN,2
4,B000063,Howard,Baker,1925-11-15,M,R,,401067,,11,,,,TN,2
5,B000200,Dewey,Bartlett,1919-03-28,,R,,401199,,5,,,,OK,2
6,B000243,Max,Baucus,1941-12-11,M,D,,300005,1727,1,,,,MT,2
7,B000254,Birch,Bayh,1928-01-22,M,D,,401248,,15,,,,IN,3
8,B000351,Henry,Bellmon,,M,R,,401343,,9,,,,OK,3
9,B000401,Lloyd,Bentsen,1921-02-11,,D,,401391,,7,,,,TX,1
10,B000444,Joseph,Biden,1942-11-20,M,D,,300008,34,5,,,,DE,2
11,B000647,Rudolph,Boschwitz,1930-11-07,,R,,401611,,1,,,,MN,2
12,B000871,Edward,Brooke,1919-10-26,M,R,,401828,,11,,,,MA,2
13,B001057,Dale,Bumpers,1925-08-12,M,D,,402004,,3,,,,AR,3
14,B001077,Quentin,Burdick,1908-06-19,,D,,402023,,17,,,,ND,1
15,B001210,Robert,Byrd,1917-11-20,M,D,,300016,,19,,,,WV,1
16,B001209,Harry,Byrd,1914-12-20,M,I,,402149,,12,,,,VA,1
17,C000120,Howard,Cannon,1912-01-26,M,D,,402271,,19,,,,NV,1
18,C000220,Clifford,Case,1904-04-16,,R,,402366,,23,,,,NJ,2
19,C000269,John,Chafee,1922-10-22,M,R,,402412,,1,,,,RI,1
20,C000356,Lawton,Chiles,1930-04-03,,D,,402495,,7,,,,FL,1
21,C000388,Frank,Church,1924-07-25,M,D,,402527,,21,,,,ID,3
22,C000448,Richard,Clark,1928-09-14,M,D,,402586,,5,,,,IA,2
23,C000567,Thad,Cochran,1937-12-07,M,R,,300023,1200,1,,,,MS,2
24,C000877,Alan,Cranston,1914-06-19,,D,,402990,,9,,,,CA,3
25,C000979,John,Culver,1932-08-08,M,D,,403090,,3,,,,IA,3
26,C001006,Carl,Curtis,1905-03-15,M,R,,403113,,23,,,,NE,2
