,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,senate_class
0,A000062,George,Aiken,1892-08-20,M,R,,400722,,15,,,,VT,3
1,A000161,Gordon,Allott,1907-01-02,,R,,400816,,1,,,,CO,2
2,A000186,Clinton,Anderson,1895-10-23,,D,,400841,,7,,,,NM,2
3,B000145,Alben,Barkley,1877-11-24,,D,,401146,,22,,,,KY,2
4,B000176,Frank,Barrett,1892-11-10,M,R,,401177,,3,,,,WY,1
5,B000271,James,Beall,1894-06-05,M,R,,401265,,3,,,,MD,1
6,B000356,George,Bender,1896-09-29,M,R,,401348,,1,,,,OH,3
7,B000384,Wallace,Bennett,1898-11-13,,R,,401375,,5,,,,UT,3
8,B000436,Alan,Bible,1909-11-20,,D,,401422,,1,,,,NV,3
9,B000820,John,Bricker,,M,R,,401777,,9,,,,OH,1
10,B000823,Henry,Bridges,1898-09-09,M,R,,401780,,19,,,,NH,2
11,B001167,Prescott,Bush,1895-05-15,,R,,402109,,3,,,,CT,3
12,B001180,John,Butler,1897-07-21,M,R,,402122,,5,,,,MD,3
13,B001208,Harry,Byrd,1887-06-10,M,D,,402148,,22,,,,VA,1
14,C000128,Homer,Capehart,1897-06-06,M,R,,402278,,11,,,,IN,3
15,C000154,Frank,Carlson,1893-01-23,M,R,,402303,,5,,,,KS,3
16,C000221,Francis,Case,1896-12-09,,R,,402367,,5,,,,SD,3
17,C000220,Clifford,Case,1904-04-16,,R,,402366,,1,,,,NJ,2
18,C000338,Dennis,Chavez,1888-04-08,,D,,402478,,20,,,,NM,1
19,C000506,Earle,Clements,1896-10-22,,D,,402642,,5,,,,KY,3
20,C000758,John,Cooper,1901-08-23,M,R,,402878,,5,,,,KY,2
21,C000802,Norris,Cotton,,,R,,402921,,1,,,,NH,3
22,C001006,Carl,Curtis,1905-03-15,M,R,,403113,,1,,,,NE,2
23,D000036,Marion,Daniel,1910-10-10,M,D,,403176,,3,,,,TX,1
24,D000360,Everett,Dirksen,1896-01-04,,R,,403477,,5,,,,IL,3
25,D000456,Paul,Douglas,1892-03-26,M,D,,403566,,7,,,,IL,2
26,D000516,James,Duff,1883-01-21,M,R,,403626,,4,,,,PA,3
27,D000585,Henry,Dworshak,1894-08-29,M,R,,403688,,8,,,,ID,2
28,E000018,James,Eastland,1904-11-28,M,D,,403714,,13,,,,MS,2
29,E000112,Allen,Ellender,1890-09-24,,D,,403803,,19,,,,LA,2
30,E000210,Joseph,Ervin,1901-03-03,M,D,,403897,,1,,,,NC,3
31,F000190,Ralph,Flanders,1880-09-28,M,R,,404145,,9,,,,VT,1
32,F000356,Joseph,Frear,1903-03-07,M,D,,404303,,7,,,,DE,2
33,F000401,James,Fulbright,1905-04-09,M,D,,404343,,11,,,,AR,3
34,G000131,Walter,George,1878-01-29,M,D,,404501,,33,,,,GA,3
35,G000267,Barry,Goldwater,1909-01-01,M,R,,404629,,3,,,,AZ,1
36,G000320,Albert,Gore,1907-12-26,M,D,,404678,,3,,,,TN,1
37,G000418,Theodore,Green,1867-10-02,M,D,,404766,,19,,,,RI,2
38,H000385,Carl,Hayden,1877-10-02,M,D,,405253,,28,,,,AZ,3
39,H000502,Thomas,Hennings,1903-06-25,M,D,,405365,,5,,,,MO,3
40,H000559,Bourke,Hickenlooper,1896-07-21,,R,,405421,,11,,,,IA,3
41,H000598,Joseph,Hill,1894-12-29,M,D,,405460,,18,,,,AL,3
42,H000720,Spessard,Holland,1892-07-10,,D,,405572,,9,,,,FL,1
43,H000875,Roman,Hruska,1904-08-16,,R,,405721,,1,,,,NE,1
44,H000953,Hubert,Humphrey,1911-05-27,M,I,,405797,,7,,,,MN,2
45,H000963,Robert,Humphreys,1893-08-20,M,I,,405807,,1,,,,KY,2
46,H000963,Robert,Humphreys,1893-08-20,M,D,,405807,,1,,,,KY,2
47,I000050,Irving,Ives,1896-01-24,,R,,405905,,9,,,,NY,1
48,J000013,Henry,Jackson,1912-05-31,M,D,,405920,,3,,,,WA,1
49,J000093,William,Jenner,1908-07-21,M,R,,405995,,9,,,,IN,1
50,J000160,Lyndon,Johnson,,,D,,406058,,7,,,,TX,2
51,J000195,Olin,Johnston,1896-11-18,,D,,406090,,11,,,,SC,3
52,K000044,Carey,Kefauver,1903-07-26,M,D,,406214,,7,,,,TN,2
53,K000107,John,Kennedy,1917-05-29,M,D,,406274,,3,,,,MA,1
54,K000144,Robert,Kerr,1896-09-11,M,D,,406310,,7,,,,OK,2
55,K000176,Harley,Kilgore,1893-01-11,,D,,406339,,15,,,,WV,1
56,K000292,William,Knowland,1908-06-26,M,R,,406448,,10,,,,CA,1
57,K000335,Thomas,Kuchel,1910-08-15,M,R,,406489,,3,,,,CA,3
58,L000025,William,Laird,1916-06-02,M,D,,406535,,1,,,,WV,1
59,L000070,William,Langer,1886-09-30,M,R,,406579,,15,,,,ND,1
60,L000224,Herbert,Lehman,1878-03-28,M,D,,406728,,6,,,,NY,3
61,L000428,Russell,Long,1918-11-03,,D,,406918,,7,,,,LA,3
62,M000053,Warren,Magnuson,1905-04-12,M,D,,407081,,11,,,,WA,3
63,M000086,George,Malone,1890-08-07,M,R,,407112,,9,,,,NV,1
