,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,senate_class,state_names
0,A000069,Daniel,Akaka,1924-09-11,M,D,False,300001,8704.0,11,633,41,1,HI,1,Hawaii
1,A000109,Wayne,Allard,1943-12-02,M,R,False,300003,,5,633,7,0,CO,2,Colorado
2,A000121,George,Allen,1952-03-08,M,R,False,300004,,1,633,5,0,VA,1,Virginia
3,B001237,Dean,Barkley,1950-08-31,M,I,False,401147,,1,633,0,0,MN,1,Minnesota
4,B000243,Max,Baucus,1941-12-11,M,D,False,300005,1727.0,23,633,14,0,MT,2,Montana
5,B001233,Evan,Bayh,1955-12-26,M,D,False,300006,,3,633,1,0,IN,3,Indiana
6,B000382,Robert,Bennett,1933-09-18,M,R,False,300007,25708.0,9,633,20,0,UT,3,Utah
7,B000444,Joseph,Biden,1942-11-20,M,D,False,300008,34.0,29,633,16,0,DE,2,Delaware
8,B000468,Jeff,Bingaman,1943-10-03,M,D,False,300009,590.0,19,633,14,1,NM,1,New Mexico
9,B000611,Christopher,Bond,1939-03-06,M,R,False,300010,2360.0,15,633,18,0,MO,3,Missouri
10,B000711,Barbara,Boxer,1940-11-11,F,D,False,300011,2470.0,9,633,24,0,CA,3,California
11,B000780,John,Breaux,1944-03-01,M,D,False,300012,,15,633,10,0,LA,3,Louisiana
12,B000953,Sam,Brownback,1956-09-12,M,R,False,300013,,7,633,16,0,KS,3,Kansas
13,B001066,Jim,Bunning,1931-10-23,M,R,False,300014,1457.0,3,633,14,0,KY,3,Kentucky
14,B001126,Conrad,Burns,1935-01-25,M,R,False,300015,,13,633,21,0,MT,1,Montana
15,B001210,Robert,Byrd,1917-11-20,M,D,False,300016,,43,633,2,0,WV,1,West Virginia
16,C000077,Ben,Campbell,1933-04-13,M,R,False,300017,,9,633,17,0,CO,3,Colorado
17,C000127,Maria,Cantwell,1958-10-13,F,D,False,300018,26137.0,1,633,2,0,WA,1,Washington
18,C001043,Jean,Carnahan,1933-12-20,F,D,False,300153,,1,633,10,0,MO,1,Missouri
19,C000174,Thomas,Carper,1947-01-23,M,D,False,300019,663.0,1,633,5,0,DE,1,Delaware
20,C001040,Lincoln,Chafee,1953-03-26,M,R,False,300020,,3,633,1,0,RI,3,Rhode Island
21,C001034,Max,Cleland,1942-08-24,M,D,False,300152,,5,633,4,0,GA,2,Georgia
22,C001041,Hillary,Clinton,1947-10-26,F,D,False,300022,,1,633,5,0,NY,1,New York
23,C000567,Thad,Cochran,1937-12-07,M,R,False,300023,1200.0,23,633,3,0,MS,2,Mississippi
24,C001035,Susan,Collins,1952-12-07,F,R,False,300025,45738.0,5,633,0,0,ME,2,Maine
25,C000705,Kent,Conrad,1948-03-12,M,D,False,300026,2517.0,15,633,4,0,ND,1,North Dakota
26,C001056,John,Cornyn,1952-02-02,M,R,False,300027,93131.0,1,633,0,0,TX,2,Texas
27,C001042,Jon,Corzine,1947-01-01,M,D,False,300028,,1,633,11,0,NJ,1,New Jersey
28,C000858,Larry,Craig,1945-07-20,M,R,False,300029,,11,633,14,0,ID,2,Idaho
29,C000880,Michael,Crapo,1951-05-20,M,R,False,300030,26440.0,3,633,32,0,ID,3,Idaho
30,D000064,Thomas,Daschle,1947-12-09,M,D,False,300031,,15,633,17,0,SD,3,South Dakota
31,D000596,Mark,Dayton,1947-01-26,M,D,False,300032,,1,633,13,0,MN,1,Minnesota
32,D000294,Michael,DeWine,1947-01-05,M,R,False,300033,,7,633,3,0,OH,1,Ohio
33,D000388,Christopher,Dodd,1944-05-27,M,D,False,300034,,21,633,24,0,CT,3,Connecticut
34,D000407,Pete,Domenici,1932-05-07,M,R,False,300036,,29,633,64,0,NM,2,New Mexico
35,D000432,Byron,Dorgan,1942-05-14,M,D,False,300037,2318.0,9,633,8,0,ND,3,North Dakota
36,D000563,Richard,Durbin,1944-11-21,M,D,False,300038,6741.0,5,633,7,0,IL,2,Illinois
37,E000286,John,Edwards,1953-06-10,M,D,False,300039,,3,633,3,0,NC,3,North Carolina
38,E000194,John,Ensign,1958-03-25,M,R,False,300040,37076.0,1,633,25,0,NV,1,Nevada
39,E000285,Michael,Enzi,1944-02-01,M,R,False,300041,45824.0,5,633,22,0,WY,2,Wyoming
40,F000061,Russ,Feingold,1953-03-02,M,D,False,300042,,9,633,0,0,WI,3,Wisconsin
41,F000062,Dianne,Feinstein,1933-06-22,F,D,False,300043,13061.0,9,633,9,0,CA,1,California
42,F000442,Peter,Fitzgerald,1960-10-20,M,R,False,300044,,3,633,0,24,IL,3,Illinois
43,F000439,William,Frist,1952-02-22,M,R,False,300045,,7,633,13,0,TN,1,Tennessee
44,G000352,Bob,Graham,1936-11-09,M,D,False,300046,,15,633,1,0,FL,3,Florida
45,G000365,Phil,Gramm,1942-07-08,M,R,False,300159,,17,633,27,0,TX,2,Texas
46,G000386,Charles,Grassley,1933-09-17,M,R,False,300048,1167.0,21,633,0,0,IA,3,Iowa
47,G000445,Judd,Gregg,1947-02-14,M,R,False,300049,,9,633,18,0,NH,3,New Hampshire
48,H001028,Chuck,Hagel,1946-10-04,M,R,False,300050,,5,633,8,0,NE,2,Nebraska
49,H000206,Tom,Harkin,1939-11-19,M,D,False,300051,2005.0,17,633,15,0,IA,2,Iowa
50,H000338,Orrin,Hatch,1934-03-22,M,R,False,300052,189.0,25,633,17,0,UT,1,Utah
51,H000463,Jesse,Helms,1921-10-18,M,R,False,300154,,29,633,187,0,NC,2,North Carolina
52,H000725,Ernest,Hollings,1922-01-01,M,D,False,300053,,35,633,1,0,SC,3,South Carolina
53,H001015,Tim,Hutchinson,1949-08-11,M,R,False,300151,,5,633,28,0,AR,2,Arkansas
54,H001016,Kay,Hutchison,1943-07-22,F,R,False,300054,24713.0,9,633,14,0,TX,1,Texas
55,I000024,James,Inhofe,1934-11-17,M,R,False,300055,5619.0,9,633,26,0,OK,2,Oklahoma
56,I000025,Daniel,Inouye,1924-09-07,M,D,False,300056,2568.0,33,633,46,2,HI,3,Hawaii
57,J000072,James,Jeffords,1934-05-11,M,R,False,300057,,13,633,5,0,VT,1,Vermont
58,J000072,James,Jeffords,1934-05-11,M,I,False,300057,,13,633,28,0,VT,1,Vermont
59,J000177,Tim,Johnson,1946-12-28,M,D,False,300058,2545.0,5,633,8,0,SD,2,South Dakota
60,K000105,Edward,Kennedy,1932-02-22,M,D,False,300059,,39,633,28,0,MA,1,Massachusetts
61,K000148,John,Kerry,1943-12-11,M,D,False,300060,1485.0,17,633,20,0,MA,2,Massachusetts
62,K000305,Herb,Kohl,1935-02-07,M,D,False,300061,4030.0,13,633,14,0,WI,1,Wisconsin
63,K000352,Jon,Kyl,1942-04-25,M,R,False,300062,,7,633,6,0,AZ,1,Arizona
64,L000550,Mary,Landrieu,1955-11-23,F,D,False,300063,22357.0,5,633,16,0,LA,2,Louisiana
65,L000174,Patrick,Leahy,1940-03-31,M,D,False,300065,1552.0,27,633,8,0,VT,3,Vermont
66,L000261,Carl,Levin,1934-06-28,M,D,False,300066,2592.0,23,633,0,0,MI,2,Michigan
67,L000304,Joseph,Lieberman,1942-02-24,M,D,False,300067,4363.0,13,633,12,0,CT,1,Connecticut
68,L000035,Blanche,Lincoln,1960-09-30,F,D,False,300068,26202.0,3,633,5,0,AR,3,Arkansas
69,L000447,Trent,Lott,1941-10-09,M,R,False,300069,1886.0,13,633,12,0,MS,1,Mississippi
70,L000504,Richard,Lugar,1932-04-04,M,R,False,300070,255.0,25,633,0,0,IN,1,Indiana
71,M000303,John,McCain,1936-08-29,M,R,False,300071,7476.0,15,633,33,0,AZ,3,Arizona
72,M000355,Mitch,McConnell,1942-02-20,M,R,False,300072,2351.0,17,633,6,0,KY,2,Kentucky
73,M000702,Barbara,Mikulski,1936-07-20,F,D,False,300073,1396.0,15,633,10,0,MD,3,Maryland
74,M001141,Zell,Miller,1932-02-24,M,D,False,300074,,3,633,40,1,GA,3,Georgia
75,M001085,Frank,Murkowski,1933-03-28,M,R,False,300150,,21,633,49,0,AK,3,Alaska
76,M001153,Lisa,Murkowski,1957-05-22,F,R,False,300075,1004138.0,1,633,0,0,AK,3,Alaska
77,M001111,Patty,Murray,1950-10-11,F,D,False,300076,25277.0,9,633,8,0,WA,3,Washington
78,N000032,Bill,Nelson,1942-09-29,M,D,False,300078,1931.0,1,633,5,0,FL,1,Florida
79,N000180,Ben,Nelson,1941-05-17,M,D,False,300077,16991.0,1,633,7,0,NE,1,Nebraska
80,N000102,Don,Nickles,1948-12-06,M,R,False,300079,,21,633,10,0,OK,3,Oklahoma
81,R000122,Jack,Reed,1949-11-12,M,D,False,300081,24239.0,5,633,3,0,RI,2,Rhode Island
82,R000146,Harry,Reid,1939-12-02,M,D,False,300082,1683.0,15,633,0,2,NV,3,Nevada
83,R000307,Pat,Roberts,1936-04-20,M,R,False,300083,16354.0,5,633,15,0,KS,2,Kansas
84,R000361,John,Rockefeller,1937-06-18,M,D,False,300084,1238.0,17,633,7,0,WV,2,West Virginia
85,S000059,Richard,Santorum,1958-05-10,M,R,False,300085,,7,633,14,0,PA,1,Pennsylvania
86,S000064,Paul,Sarbanes,1933-02-03,M,D,False,300086,,25,633,2,0,MD,1,Maryland
87,S000148,Charles,Schumer,1950-11-23,M,D,False,300087,5929.0,3,633,11,0,NY,3,New York
88,S001141,Jeff,Sessions,1946-12-24,M,R,False,300088,44441.0,5,633,26,0,AL,2,Alabama
89,S000320,Richard,Shelby,1934-05-06,M,R,False,300089,1859.0,15,633,13,0,AL,3,Alabama
90,S001142,Gordon,Smith,1952-05-25,M,R,False,300090,,5,633,10,1,OR,2,Oregon
91,S000606,Bob,Smith,1941-03-30,M,R,False,300155,,11,633,12,0,NH,2,New Hampshire
92,S000663,Olympia,Snowe,1947-02-21,F,R,False,300091,,7,633,0,0,ME,1,Maine
93,S000709,Arlen,Specter,1930-02-12,M,R,False,300092,,21,633,10,0,PA,3,Pennsylvania
94,S000770,Debbie,Stabenow,1950-04-29,F,D,False,300093,45451.0,1,633,1,0,MI,1,Michigan
95,S000888,Ted,Stevens,1923-11-18,M,R,False,300094,,33,633,50,3,AK,2,Alaska
96,T000024,James,Talent,1956-10-18,M,R,False,300096,,1,633,0,0,MO,1,Missouri
97,T000162,Craig,Thomas,1933-02-17,M,R,False,300097,,7,633,24,0,WY,1,Wyoming
98,T000457,Fred,Thompson,1942-08-19,M,R,False,300158,,9,633,20,0,TN,2,Tennessee
99,T000254,Strom,Thurmond,1902-12-05,M,R,False,300157,,46,633,13,0,SC,2,South Carolina
100,T000317,Robert,Torricelli,1951-08-27,M,D,False,300156,,6,633,51,0,NJ,2,New Jersey
101,V000126,George,Voinovich,1936-07-15,M,R,False,300098,1783.0,3,633,25,0,OH,3,Ohio
102,W000154,John,Warner,1927-02-18,M,R,False,300099,,23,633,11,0,VA,2,Virginia
103,W000288,Paul,Wellstone,1944-07-21,M,D,False,400566,,11,633,5,0,MN,2,Minnesota
104,W000779,Ron,Wyden,1949-05-03,M,D,False,300100,1962.0,6,633,1,0,OR,3,Oregon
