,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,senate_class
0,A000069,Daniel,Akaka,1924-09-11,M,D,False,300001,8704.0,19,696,1,0,HI,1
1,A000360,Lamar,Alexander,1940-07-03,M,R,False,300002,5.0,7,696,10,0,TN,2
2,B001261,John,Barrasso,1952-07-21,M,R,False,412251,1024777.0,3,696,0,0,WY,1
3,B000243,Max,Baucus,1941-12-11,M,D,False,300005,1727.0,31,696,5,0,MT,2
4,B001233,Evan,Bayh,1955-12-26,M,D,False,300006,,11,696,35,0,IN,3
5,B001265,Mark,Begich,1962-03-30,M,D,False,412326,1030732.0,1,696,21,0,AK,2
7,B000382,Robert,Bennett,1933-09-18,M,R,False,300007,25708.0,17,696,58,0,UT,3
9,B000468,Jeff,Bingaman,1943-10-03,M,D,False,300009,590.0,27,696,1,0,NM,1
10,B000611,Christopher,Bond,1939-03-06,M,R,False,300010,2360.0,23,696,61,0,MO,3
11,B000711,Barbara,Boxer,1940-11-11,F,D,False,300011,2470.0,17,696,10,0,CA,3
13,B000944,Sherrod,Brown,1952-11-09,M,D,False,400050,5051.0,3,696,8,0,OH,1
14,B000953,Sam,Brownback,1956-09-12,M,R,False,300013,,15,696,45,0,KS,3
15,B001066,Jim,Bunning,1931-10-23,M,R,False,300014,1457.0,11,696,49,0,KY,3
16,B001135,Richard,Burr,1955-11-30,M,R,False,400054,31054.0,5,696,18,0,NC,3
19,C000127,Maria,Cantwell,1958-10-13,F,D,False,300018,26137.0,9,696,4,0,WA,1
20,C000141,Benjamin,Cardin,1943-10-05,M,D,False,400064,4004.0,3,696,0,0,MD,1
21,C000174,Thomas,Carper,1947-01-23,M,D,False,300019,663.0,9,696,6,0,DE,1
22,C001070,Bob,Casey,1960-04-13,M,D,False,412246,47036.0,3,696,1,0,PA,1
23,C000286,Saxby,Chambliss,1943-11-10,M,R,False,300021,36571.0,7,696,32,0,GA,2
25,C000560,Tom,Coburn,1948-03-14,M,R,False,400576,36751.0,5,696,17,0,OK,3
26,C000567,Thad,Cochran,1937-12-07,M,R,False,300023,1200.0,31,696,7,0,MS,2
27,C001035,Susan,Collins,1952-12-07,F,R,False,300025,45738.0,13,696,0,0,ME,2
28,C000705,Kent,Conrad,1948-03-12,M,D,False,300026,2517.0,23,696,15,0,ND,1
30,C001071,Bob,Corker,1952-08-24,M,R,False,412248,1021114.0,3,696,5,0,TN,1
31,C001056,John,Cornyn,1952-02-02,M,R,False,300027,93131.0,7,696,15,0,TX,2
32,C000880,Michael,Crapo,1951-05-20,M,R,False,300030,26440.0,11,696,10,0,ID,3
33,D000595,Jim,DeMint,1951-09-02,M,R,False,400105,57895.0,5,696,22,0,SC,3
34,D000388,Christopher,Dodd,1944-05-27,M,D,False,300034,,29,696,20,0,CT,3
35,D000432,Byron,Dorgan,1942-05-14,M,D,False,300037,2318.0,17,696,11,0,ND,3
36,D000563,Richard,Durbin,1944-11-21,M,D,False,300038,6741.0,13,696,5,0,IL,2
37,E000194,John,Ensign,1958-03-25,M,R,False,300040,37076.0,9,696,17,0,NV,1
38,E000285,Michael,Enzi,1944-02-01,M,R,False,300041,45824.0,13,696,13,0,WY,2
39,F000061,Russ,Feingold,1953-03-02,M,D,False,300042,,17,696,2,0,WI,3
40,F000062,Dianne,Feinstein,1933-06-22,F,D,False,300043,13061.0,17,696,2,0,CA,1
44,G000359,Lindsey,Graham,1955-07-09,M,R,False,300047,36782.0,7,696,18,0,SC,2
45,G000386,Charles,Grassley,1933-09-17,M,R,False,300048,1167.0,29,696,0,0,IA,3
46,G000445,Judd,Gregg,1947-02-14,M,R,False,300049,,17,696,80,0,NH,3
47,H001049,Kay,Hagan,1953-05-26,F,D,False,412324,1028015.0,1,696,9,0,NC,2
48,H000206,Tom,Harkin,1939-11-19,M,D,False,300051,2005.0,25,696,10,0,IA,2
49,H000338,Orrin,Hatch,1934-03-22,M,R,False,300052,189.0,33,696,18,1,UT,1
50,H001016,Kay,Hutchison,1943-07-22,F,R,False,300054,24713.0,17,696,67,0,TX,1
51,I000024,James,Inhofe,1934-11-17,M,R,False,300055,5619.0,17,696,25,0,OK,2
52,I000025,Daniel,Inouye,1924-09-07,M,D,False,300056,2568.0,41,696,8,0,HI,3
53,I000055,Johnny,Isakson,1944-12-28,M,R,False,400194,59135.0,5,696,72,0,GA,3
54,J000291,Mike,Johanns,1950-06-18,M,R,False,412320,56552.0,1,696,30,0,NE,2
55,J000177,Tim,Johnson,1946-12-28,M,D,False,300058,2545.0,13,696,16,0,SD,2
58,K000148,John,Kerry,1943-12-11,M,D,False,300060,1485.0,25,696,16,0,MA,2
61,K000367,Amy,Klobuchar,1960-05-25,F,D,False,412242,83701.0,3,696,6,0,MN,1
62,K000305,Herb,Kohl,1935-02-07,M,D,False,300061,4030.0,21,696,3,0,WI,1
63,K000352,Jon,Kyl,1942-04-25,M,R,False,300062,,15,696,11,0,AZ,1
64,L000550,Mary,Landrieu,1955-11-23,F,D,False,300063,22357.0,13,696,31,0,LA,2
65,L000123,Frank,Lautenberg,1924-01-23,M,D,False,300064,2515.0,25,696,18,0,NJ,2
66,L000174,Patrick,Leahy,1940-03-31,M,D,False,300065,1552.0,35,696,12,0,VT,3
68,L000261,Carl,Levin,1934-06-28,M,D,False,300066,2592.0,31,696,1,0,MI,2
69,L000304,Joseph,Lieberman,1942-02-24,M,ID,False,300067,4363.0,21,696,20,0,CT,1
70,L000035,Blanche,Lincoln,1960-09-30,F,D,False,300068,26202.0,11,696,31,0,AR,3
71,L000504,Richard,Lugar,1932-04-04,M,R,False,300070,255.0,33,696,6,0,IN,1
74,M000303,John,McCain,1936-08-29,M,R,False,300071,7476.0,23,696,11,0,AZ,3
75,M001170,Claire,McCaskill,1953-07-24,F,D,False,412243,1012014.0,3,696,16,0,MO,1
76,M000355,Mitch,McConnell,1942-02-20,M,R,False,300072,2351.0,25,696,1,0,KY,2
77,M000639,Robert,Menendez,1954-01-01,M,D,False,400272,29608.0,4,696,10,0,NJ,1
78,M001176,Jeff,Merkley,1956-10-24,M,D,False,412325,1029842.0,1,696,4,0,OR,2
79,M000702,Barbara,Mikulski,1936-07-20,F,D,False,300073,1396.0,23,696,54,0,MD,3
80,M001153,Lisa,Murkowski,1957-05-22,F,R,False,300075,1004138.0,9,696,39,0,AK,3
81,M001111,Patty,Murray,1950-10-11,F,D,False,300076,25277.0,17,696,14,0,WA,3
82,N000180,Ben,Nelson,1941-05-17,M,D,False,300077,16991.0,9,696,0,0,NE,1
83,N000032,Bill,Nelson,1942-09-29,M,D,False,300078,1931.0,9,696,14,0,FL,1
84,P000590,Mark,Pryor,1963-01-10,M,D,False,300080,1002201.0,7,696,5,0,AR,2
85,R000122,Jack,Reed,1949-11-12,M,D,False,300081,24239.0,13,696,5,0,RI,2
86,R000146,Harry,Reid,1939-12-02,M,D,False,300082,1683.0,23,696,0,0,NV,3
87,R000584,Jim,Risch,1943-05-03,M,R,False,412322,1020034.0,1,696,5,0,ID,2
88,R000307,Pat,Roberts,1936-04-20,M,R,False,300083,16354.0,13,696,44,0,KS,2
