,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,senate_class,state_names
0,A000069,Daniel,Akaka,1924-09-11,M,D,False,300001,8704.0,15,645,16,0,HI,1,Hawaii
1,A000360,Lamar,Alexander,1940-07-03,M,R,False,300002,5.0,3,645,15,0,TN,2,Tennessee
2,A000109,Wayne,Allard,1943-12-02,M,R,False,300003,,9,645,4,0,CO,2,Colorado
3,A000121,George,Allen,1952-03-08,M,R,False,300004,,5,645,2,0,VA,1,Virginia
4,B000243,Max,Baucus,1941-12-11,M,D,False,300005,1727.0,27,645,22,0,MT,2,Montana
5,B001233,Evan,Bayh,1955-12-26,M,D,False,300006,,7,645,14,0,IN,3,Indiana
6,B000382,Robert,Bennett,1933-09-18,M,R,False,300007,25708.0,13,645,11,0,UT,3,Utah
7,B000444,Joseph,Biden,1942-11-20,M,D,False,300008,34.0,33,645,64,0,DE,2,Delaware
8,B000468,Jeff,Bingaman,1943-10-03,M,D,False,300009,590.0,23,645,16,0,NM,1,New Mexico
9,B000611,Christopher,Bond,1939-03-06,M,R,False,300010,2360.0,19,645,2,0,MO,3,Missouri
10,B000711,Barbara,Boxer,1940-11-11,F,D,False,300011,2470.0,13,645,26,1,CA,3,California
11,B000953,Sam,Brownback,1956-09-12,M,R,False,300013,,11,645,13,0,KS,3,Kansas
12,B001066,Jim,Bunning,1931-10-23,M,R,False,300014,1457.0,7,645,20,0,KY,3,Kentucky
13,B001126,Conrad,Burns,1935-01-25,M,R,False,300015,,17,645,18,0,MT,1,Montana
14,B001135,Richard,Burr,1955-11-30,M,R,False,400054,31054.0,1,645,10,0,NC,3,North Carolina
15,B001210,Robert,Byrd,1917-11-20,M,D,False,300016,,47,645,17,0,WV,1,West Virginia
16,C000127,Maria,Cantwell,1958-10-13,F,D,False,300018,26137.0,5,645,8,0,WA,1,Washington
17,C000174,Thomas,Carper,1947-01-23,M,D,False,300019,663.0,5,645,2,0,DE,1,Delaware
18,C001040,Lincoln,Chafee,1953-03-26,M,R,False,300020,,7,645,20,0,RI,3,Rhode Island
19,C000286,Saxby,Chambliss,1943-11-10,M,R,False,300021,36571.0,3,645,17,0,GA,2,Georgia
20,C001041,Hillary,Clinton,1947-10-26,F,D,False,300022,,5,645,16,0,NY,1,New York
21,C000560,Tom,Coburn,1948-03-14,M,R,False,400576,36751.0,1,645,8,1,OK,3,Oklahoma
22,C000567,Thad,Cochran,1937-12-07,M,R,False,300023,1200.0,27,645,13,0,MS,2,Mississippi
23,C001057,Norm,Coleman,1949-08-17,M,R,False,300024,,3,645,25,0,MN,2,Minnesota
24,C001035,Susan,Collins,1952-12-07,F,R,False,300025,45738.0,9,645,0,0,ME,2,Maine
25,C000705,Kent,Conrad,1948-03-12,M,D,False,300026,2517.0,19,645,19,0,ND,1,North Dakota
26,C001056,John,Cornyn,1952-02-02,M,R,False,300027,93131.0,3,645,8,0,TX,2,Texas
27,C001042,Jon,Corzine,1947-01-01,M,D,False,300028,,5,645,136,0,NJ,1,New Jersey
28,C000858,Larry,Craig,1945-07-20,M,R,False,300029,,15,645,10,0,ID,2,Idaho
29,C000880,Michael,Crapo,1951-05-20,M,R,False,300030,26440.0,7,645,4,0,ID,3,Idaho
30,D000596,Mark,Dayton,1947-01-26,M,D,False,300032,,5,645,32,0,MN,1,Minnesota
31,D000595,Jim,DeMint,1951-09-02,M,R,False,400105,57895.0,1,645,11,0,SC,3,South Carolina
32,D000294,Michael,DeWine,1947-01-05,M,R,False,300033,,11,645,3,0,OH,1,Ohio
33,D000388,Christopher,Dodd,1944-05-27,M,D,False,300034,,25,645,29,0,CT,3,Connecticut
34,D000601,Elizabeth,Dole,1936-07-29,F,R,False,300035,,3,645,7,0,NC,2,North Carolina
35,D000407,Pete,Domenici,1932-05-07,M,R,False,300036,,33,645,28,0,NM,2,New Mexico
36,D000432,Byron,Dorgan,1942-05-14,M,D,False,300037,2318.0,13,645,14,0,ND,3,North Dakota
37,D000563,Richard,Durbin,1944-11-21,M,D,False,300038,6741.0,9,645,7,0,IL,2,Illinois
38,E000194,John,Ensign,1958-03-25,M,R,False,300040,37076.0,5,645,12,0,NV,1,Nevada
39,E000285,Michael,Enzi,1944-02-01,M,R,False,300041,45824.0,9,645,36,0,WY,2,Wyoming
40,F000061,Russ,Feingold,1953-03-02,M,D,False,300042,,13,645,8,0,WI,3,Wisconsin
41,F000062,Dianne,Feinstein,1933-06-22,F,D,False,300043,13061.0,13,645,11,0,CA,1,California
42,F000439,William,Frist,1952-02-22,M,R,False,300045,,11,645,4,0,TN,1,Tennessee
43,G000359,Lindsey,Graham,1955-07-09,M,R,False,300047,36782.0,3,645,22,0,SC,2,South Carolina
44,G000386,Charles,Grassley,1933-09-17,M,R,False,300048,1167.0,25,645,0,0,IA,3,Iowa
45,G000445,Judd,Gregg,1947-02-14,M,R,False,300049,,13,645,14,0,NH,3,New Hampshire
46,H001028,Chuck,Hagel,1946-10-04,M,R,False,300050,,9,645,10,0,NE,2,Nebraska
47,H000206,Tom,Harkin,1939-11-19,M,D,False,300051,2005.0,21,645,12,0,IA,2,Iowa
48,H000338,Orrin,Hatch,1934-03-22,M,R,False,300052,189.0,29,645,21,0,UT,1,Utah
49,H001016,Kay,Hutchison,1943-07-22,F,R,False,300054,24713.0,13,645,7,0,TX,1,Texas
50,I000024,James,Inhofe,1934-11-17,M,R,False,300055,5619.0,13,645,12,0,OK,2,Oklahoma
51,I000025,Daniel,Inouye,1924-09-07,M,D,False,300056,2568.0,37,645,71,0,HI,3,Hawaii
52,I000055,Johnny,Isakson,1944-12-28,M,R,False,400194,59135.0,1,645,10,0,GA,3,Georgia
53,J000072,James,Jeffords,1934-05-11,M,I,False,300057,,17,645,34,0,VT,1,Vermont
54,J000177,Tim,Johnson,1946-12-28,M,D,False,300058,2545.0,9,645,9,0,SD,2,South Dakota
55,K000105,Edward,Kennedy,1932-02-22,M,D,False,300059,,43,645,19,0,MA,1,Massachusetts
56,K000148,John,Kerry,1943-12-11,M,D,False,300060,1485.0,21,645,26,0,MA,2,Massachusetts
57,K000305,Herb,Kohl,1935-02-07,M,D,False,300061,4030.0,17,645,6,0,WI,1,Wisconsin
58,K000352,Jon,Kyl,1942-04-25,M,R,False,300062,,11,645,4,0,AZ,1,Arizona
59,L000550,Mary,Landrieu,1955-11-23,F,D,False,300063,22357.0,9,645,22,0,LA,2,Louisiana
60,L000123,Frank,Lautenberg,1924-01-23,M,D,False,300064,2515.0,21,645,15,0,NJ,2,New Jersey
61,L000174,Patrick,Leahy,1940-03-31,M,D,False,300065,1552.0,31,645,3,0,VT,3,Vermont
62,L000261,Carl,Levin,1934-06-28,M,D,False,300066,2592.0,27,645,2,0,MI,2,Michigan
63,L000304,Joseph,Lieberman,1942-02-24,M,D,False,300067,4363.0,17,645,48,0,CT,1,Connecticut
64,L000035,Blanche,Lincoln,1960-09-30,F,D,False,300068,26202.0,7,645,6,0,AR,3,Arkansas
65,L000447,Trent,Lott,1941-10-09,M,R,False,300069,1886.0,17,645,50,0,MS,1,Mississippi
66,L000504,Richard,Lugar,1932-04-04,M,R,False,300070,255.0,29,645,7,0,IN,1,Indiana
67,M001162,Mel,Martinez,1946-10-23,M,R,False,400621,,1,645,22,0,FL,3,Florida
68,M000303,John,McCain,1936-08-29,M,R,False,300071,7476.0,19,645,58,0,AZ,3,Arizona
69,M000355,Mitch,McConnell,1942-02-20,M,R,False,300072,2351.0,21,645,1,0,KY,2,Kentucky
70,M000639,Robert,Menendez,1954-01-01,M,D,False,400272,29608.0,1,645,13,0,NJ,1,New Jersey
71,M000702,Barbara,Mikulski,1936-07-20,F,D,False,300073,1396.0,19,645,32,0,MD,3,Maryland
72,M001153,Lisa,Murkowski,1957-05-22,F,R,False,300075,1004138.0,5,645,25,0,AK,3,Alaska
73,M001111,Patty,Murray,1950-10-11,F,D,False,300076,25277.0,13,645,5,0,WA,3,Washington
74,N000032,Bill,Nelson,1942-09-29,M,D,False,300078,1931.0,5,645,10,0,FL,1,Florida
75,N000180,Ben,Nelson,1941-05-17,M,D,False,300077,16991.0,5,645,2,0,NE,1,Nebraska
76,O000167,Barack,Obama,1961-08-04,M,D,False,400629,,1,645,11,0,IL,3,Illinois
77,P000590,Mark,Pryor,1963-01-10,M,D,False,300080,1002201.0,3,645,2,0,AR,2,Arkansas
78,R000122,Jack,Reed,1949-11-12,M,D,False,300081,24239.0,9,645,1,0,RI,2,Rhode Island
79,R000146,Harry,Reid,1939-12-02,M,D,False,300082,1683.0,19,645,1,0,NV,3,Nevada
80,R000307,Pat,Roberts,1936-04-20,M,R,False,300083,16354.0,9,645,9,0,KS,2,Kansas
81,R000361,John,Rockefeller,1937-06-18,M,D,False,300084,1238.0,21,645,143,0,WV,2,West Virginia
82,S001163,Ken,Salazar,1955-03-02,M,D,False,400619,,1,645,12,0,CO,3,Colorado
83,S000059,Richard,Santorum,1958-05-10,M,R,False,300085,,11,645,30,0,PA,1,Pennsylvania
84,S000064,Paul,Sarbanes,1933-02-03,M,D,False,300086,,29,645,7,0,MD,1,Maryland
85,S000148,Charles,Schumer,1950-11-23,M,D,False,300087,5929.0,7,645,8,0,NY,3,New York
86,S001141,Jeff,Sessions,1946-12-24,M,R,False,300088,44441.0,9,645,7,0,AL,2,Alabama
87,S000320,Richard,Shelby,1934-05-06,M,R,False,300089,1859.0,19,645,10,0,AL,3,Alabama
88,S001142,Gordon,Smith,1952-05-25,M,R,False,300090,,9,645,9,0,OR,2,Oregon
89,S000663,Olympia,Snowe,1947-02-21,F,R,False,300091,,11,645,8,0,ME,1,Maine
90,S000709,Arlen,Specter,1930-02-12,M,R,False,300092,,25,645,17,0,PA,3,Pennsylvania
91,S000770,Debbie,Stabenow,1950-04-29,F,D,False,300093,45451.0,5,645,8,0,MI,1,Michigan
92,S000888,Ted,Stevens,1923-11-18,M,R,False,300094,,37,645,8,1,AK,2,Alaska
93,S001078,John,Sununu,1964-09-10,M,R,False,300095,,3,645,17,0,NH,2,New Hampshire
94,T000024,James,Talent,1956-10-18,M,R,False,300096,,5,645,4,0,MO,1,Missouri
95,T000162,Craig,Thomas,1933-02-17,M,R,False,300097,,11,645,25,0,WY,1,Wyoming
96,T000250,John,Thune,1961-01-07,M,R,False,400546,45552.0,1,645,17,0,SD,3,South Dakota
97,V000127,David,Vitter,1961-05-03,M,R,False,400418,60672.0,1,645,24,0,LA,3,Louisiana
98,V000126,George,Voinovich,1936-07-15,M,R,False,300098,1783.0,7,645,5,0,OH,3,Ohio
99,W000154,John,Warner,1927-02-18,M,R,False,300099,,27,645,12,0,VA,2,Virginia
100,W000779,Ron,Wyden,1949-05-03,M,D,False,300100,1962.0,10,645,4,0,OR,3,Oregon
