,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,senate_class
0,A000062,George,Aiken,1892-08-20,M,R,,400722,,31,,,,VT,3
1,A000127,James,Allen,1912-12-28,M,D,,400783,,3,,,,AL,3
2,A000161,Gordon,Allott,1907-01-02,,R,,400816,,17,,,,CO,2
3,A000186,Clinton,Anderson,1895-10-23,,D,,400841,,23,,,,NM,2
4,B000063,Howard,Baker,1925-11-15,M,R,,401067,,5,,,,TN,2
5,B000254,Birch,Bayh,1928-01-22,M,D,,401248,,9,,,,IN,3
6,B000272,John,Beall,1927-06-19,M,R,,401266,,1,,,,MD,1
7,B000351,Henry,Bellmon,,M,R,,401343,,3,,,,OK,3
8,B000384,Wallace,Bennett,1898-11-13,,R,,401375,,21,,,,UT,3
9,B000401,Lloyd,Bentsen,1921-02-11,,D,,401391,,1,,,,TX,1
10,B000436,Alan,Bible,1909-11-20,,D,,401422,,17,,,,NV,3
11,B000593,James,Boggs,1909-05-15,M,R,,401561,,11,,,,DE,2
12,B000851,William,Brock,1930-11-23,M,R,,401808,,1,,,,TN,1
13,B000871,Edward,Brooke,1919-10-26,M,R,,401828,,5,,,,MA,2
14,B001026,James,Buckley,1923-03-09,M,I,,401976,,1,,,,NY,1
15,B001077,Quentin,Burdick,1908-06-19,,D,,402023,,11,,,,ND,1
16,B001210,Robert,Byrd,1917-11-20,M,D,,300016,,13,,,,WV,1
17,B001209,Harry,Byrd,1914-12-20,M,I,,402149,,6,,,,VA,1
18,C000120,Howard,Cannon,1912-01-26,M,D,,402271,,13,,,,NV,1
19,C000220,Clifford,Case,1904-04-16,,R,,402366,,17,,,,NJ,2
20,C000356,Lawton,Chiles,1930-04-03,,D,,402495,,1,,,,FL,1
21,C000388,Frank,Church,1924-07-25,M,D,,402527,,15,,,,ID,3
22,C000721,Marlow,Cook,1926-07-27,,R,,402844,,3,,,,KY,3
23,C000758,John,Cooper,1901-08-23,M,R,,402878,,19,,,,KY,2
24,C000802,Norris,Cotton,,,R,,402921,,17,,,,NH,3
25,C000877,Alan,Cranston,1914-06-19,,D,,402990,,3,,,,CA,3
26,C001006,Carl,Curtis,1905-03-15,M,R,,403113,,17,,,,NE,2
27,D000401,Robert,Dole,1923-07-22,M,R,,403515,,3,,,,KS,3
28,D000409,Peter,Dominick,1915-07-07,M,R,,403522,,9,,,,CO,3
29,E000004,Thomas,Eagleton,1929-09-04,M,D,,403700,,3,,,,MO,3
30,E000018,James,Eastland,1904-11-28,M,D,,403714,,29,,,,MS,2
31,E000067,Edwin,Edwards,1927-08-07,M,D,,403760,,1,,,,LA,2
32,E000112,Allen,Ellender,1890-09-24,,D,,403803,,35,,,,LA,2
33,E000210,Joseph,Ervin,1901-03-03,M,D,,403897,,17,,,,NC,3
34,F000013,Paul,Fannin,1907-01-29,M,R,,403975,,7,,,,AZ,1
35,F000245,Hiram,Fong,1906-10-15,,R,,404199,,12,,,,HI,1
36,F000401,James,Fulbright,1905-04-09,M,D,,404343,,27,,,,AR,3
37,G000034,David,Gambrell,1929-12-20,M,D,,404410,,1,,,,GA,2
38,G000267,Barry,Goldwater,1909-01-01,M,R,,404629,,15,,,,AZ,3
39,G000388,Maurice,Gravel,1930-05-13,,D,,404738,,3,,,,AK,3
40,G000465,Robert,Griffin,1923-11-06,M,R,,404810,,5,,,,MI,2
41,G000531,Edward,Gurney,1914-01-12,M,R,,404876,,3,,,,FL,3
42,H000170,Clifford,Hansen,1912-10-16,,R,,405052,,5,,,,WY,2
43,H000237,Fred,Harris,1930-11-13,M,D,,405115,,7,,,,OK,2
44,H000291,Philip,Hart,1912-12-10,M,D,,405164,,13,,,,MI,1
45,H000297,Rupert,Hartke,1919-05-31,M,D,,405170,,13,,,,IN,1
46,H000343,Mark,Hatfield,1922-07-12,M,R,,405212,,5,,,,OR,2
47,H000725,Ernest,Hollings,1922-01-01,M,D,,300053,,5,,,,SC,3
48,H000875,Roman,Hruska,1904-08-16,,R,,405721,,17,,,,NE,1
49,H000922,Harold,Hughes,1922-02-10,M,D,,405767,,3,,,,IA,3
50,H000953,Hubert,Humphrey,1911-05-27,M,I,,405797,,17,,,,MN,1
51,I000025,Daniel,Inouye,1924-09-07,M,D,,300056,2568,9,,,,HI,3
52,J000013,Henry,Jackson,1912-05-31,M,D,,405920,,19,,,,WA,1
53,J000064,Jacob,Javits,1904-05-18,M,R,,405969,,15,,,,NY,3
54,J000189,John,Johnston,1932-06-10,M,D,,406084,,1,,,,LA,2
55,J000269,Leonard,Jordan,1899-05-15,M,R,,406161,,9,,,,ID,2
56,J000267,Benjamin,Jordan,1896-09-08,M,D,,406159,,13,,,,NC,2
57,K000105,Edward,Kennedy,1932-02-22,M,D,,300059,,9,,,,MA,1
58,L000428,Russell,Long,1918-11-03,,D,,406918,,23,,,,LA,3
59,M000053,Warren,Magnuson,1905-04-12,M,D,,407081,,27,,,,WA,3
60,M000113,Michael,Mansfield,1903-03-16,M,D,,407137,,19,,,,MT,1
61,M000241,Charles,Mathias,1922-07-24,M,R,,407259,,3,,,,MD,3
62,M000332,John,McClellan,1896-02-25,M,D,,407342,,29,,,,AR,2
63,M000445,Gale,McGee,1915-03-17,,D,,407444,,13,,,,WY,1
64,M000452,George,McGovern,1922-07-19,M,D,,407451,,9,,,,SD,3
65,M000486,Thomas,McIntyre,1915-02-20,M,D,,407481,,9,,,,NH,2
66,M000671,Lee,Metcalf,1911-01-28,,D,,407656,,11,,,,MT,2
67,M000730,Jack,Miller,1916-06-06,M,R,,407709,,11,,,,IA,2
68,M000851,Walter,Mondale,1928-01-05,M,I,,407824,,7,,,,MN,2
69,M000876,Joseph,Montoya,1915-09-24,M,D,,407848,,7,,,,NM,1
70,M001033,Frank,Moss,1911-09-23,M,D,,408000,,13,,,,UT,1
71,M001078,Karl,Mundt,1900-06-03,,R,,408043,,24,,,,SD,2
72,M001121,Edmund,Muskie,1914-03-28,M,D,,408083,,13,,,,ME,1
73,N000033,Gaylord,Nelson,1916-06-04,,D,,408123,,9,,,,WI,3
74,N000171,Samuel,Nunn,1938-09-08,M,D,,408252,,1,,,,GA,2
75,P000009,Robert,Packwood,1932-09-11,M,R,,408420,,3,,,,OR,3
76,P000100,John,Pastore,1907-03-17,M,D,,408508,,21,,,,RI,1
77,P000166,James,Pearson,1920-05-07,M,R,,408571,,9,,,,KS,2
78,P000193,Claiborne,Pell,1918-11-22,M,D,,408597,,11,,,,RI,2
79,P000222,Charles,Percy,1919-09-27,M,R,,408625,,5,,,,IL,2
80,P000552,Winston,Prouty,1906-09-01,M,R,,408936,,13,,,,VT,1
81,P000553,William,Proxmire,1915-11-11,M,D,,408937,,14,,,,WI,1
82,R000046,Jennings,Randolph,1902-03-08,M,D,,409027,,13,,,,WV,2
83,R000191,Abraham,Ribicoff,1910-04-09,M,D,,409167,,9,,,,CT,3
84,R000460,William,Roth,1921-07-22,M,R,,400565,,1,,,,DE,1
85,R000536,Richard,Russell,1897-11-02,M,D,,409493,,38,,,,GA,2
86,S000096,William,Saxbe,1916-06-24,M,R,,409607,,4,,,,OH,3
87,S000159,Richard,Schweiker,1926-06-01,M,R,,409666,,3,,,,PA,3
88,S000174,Hugh,Scott,1900-11-11,M,R,,409680,,13,,,,PA,1
89,S000590,Margaret,Smith,1897-12-14,F,R,,410070,,23,,,,ME,2
90,S000701,John,Sparkman,,M,D,,410172,,25,,,,AL,2
91,S000739,William,Spong,1920-09-29,M,D,,410208,,5,,,,VA,2
92,S000776,Robert,Stafford,1913-08-08,M,R,,410242,,1,,,,VT,1
93,S000852,John,Stennis,1901-08-03,M,D,,410315,,24,,,,MS,1
94,S000888,Ted,Stevens,1923-11-18,M,R,,300094,,3,,,,AK,2
95,S000890,Adlai,Stevenson,1930-10-10,,D,,410351,,1,,,,IL,3
96,S001136,William,Symington,1901-06-26,M,D,,410586,,19,,,,MO,1
97,T000010,Robert,Taft,1917-02-26,M,R,,410600,,1,,,,OH,1
98,T000035,Herman,Talmadge,1913-08-09,M,D,,410624,,15,,,,GA,3
99,T000254,Strom,Thurmond,1902-12-05,M,R,,300157,,16,,,,SC,2
100,T000322,John,Tower,1925-09-29,M,R,,410894,,10,,,,TX,2
101,T000410,John,Tunney,1934-06-26,M,D,,410979,,1,,,,CA,1
102,W000253,Lowell,Weicker,1931-05-16,,R,,411421,,1,,,,CT,1
103,W000502,Harrison,Williams,1919-12-10,,D,,411659,,13,,,,NJ,1
104,Y000047,Milton,Young,1897-12-06,M,R,,411979,,26,,,,ND,3
