,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,senate_class
0,A000062,George,Aiken,1892-08-20,M,R,,400722,,6,,,,VT,3
1,B000095,Raymond,Baldwin,1893-08-31,M,R,,401097,,1,,,,CT,1
2,B000099,Joseph,Ball,1905-11-03,M,R,,401101,,7,,,,MN,2
3,B000145,Alben,Barkley,1877-11-24,,D,,401146,,20,,,,KY,3
4,B000460,Theodore,Bilbo,,M,D,,401445,,13,,,,MS,1
5,B000816,Ralph,Brewster,1888-02-22,M,R,,401773,,7,,,,ME,1
6,B000820,John,Bricker,,M,R,,401777,,1,,,,OH,1
7,B000823,Henry,Bridges,1898-09-09,M,R,,401780,,11,,,,NH,2
8,B000874,Charles,Brooks,1897-03-08,M,R,,401831,,7,,,,IL,2
9,B000894,Joseph,Broughton,1888-11-17,M,D,,401851,,1,,,,NC,2
10,B001013,Clayton,Buck,1890-03-21,,R,,401963,,5,,,,DE,2
11,B001169,Vera,Bushfield,1889-08-09,F,R,,402111,,1,,,,SD,2
12,B001168,Harlan,Bushfield,1882-08-06,M,R,,402110,,5,,,,SD,2
13,B001177,Hugh,Butler,,M,R,,402119,,7,,,,NE,1
14,B001208,Harry,Byrd,1887-06-10,M,D,,402148,,14,,,,VA,1
15,C000021,Harry,Cain,1906-01-10,M,R,,402182,,1,,,,WA,1
16,C000128,Homer,Capehart,1897-06-06,M,R,,402278,,3,,,,IN,3
17,C000133,Arthur,Capper,1865-07-14,M,R,,402283,,28,,,,KS,2
18,C000338,Dennis,Chavez,1888-04-08,,D,,402478,,12,,,,NM,1
19,C000684,Thomas,Connally,1877-08-19,M,D,,402810,,18,,,,TX,1
20,C000758,John,Cooper,1901-08-23,M,R,,402878,,1,,,,KY,2
21,C000774,Guy,Cordon,1890-04-24,M,R,,402894,,3,,,,OR,2
22,D000414,Forrest,Donnell,1884-08-20,,R,,403527,,3,,,,MO,3
23,D000469,Sheridan,Downey,1884-03-11,,D,,403579,,9,,,,CA,3
24,D000585,Henry,Dworshak,1894-08-29,M,R,,403688,,1,,,,ID,2
25,E000018,James,Eastland,1904-11-28,M,D,,403714,,5,,,,MS,2
26,E000037,Zales,Ecton,1898-04-01,,R,,403732,,1,,,,MT,1
27,E000112,Allen,Ellender,1890-09-24,,D,,403803,,11,,,,LA,2
28,F000057,William,Feazel,1895-06-10,M,D,,404017,,1,,,,LA,3
29,F000081,Homer,Ferguson,1889-02-25,M,R,,404039,,5,,,,MI,2
30,F000190,Ralph,Flanders,1880-09-28,M,R,,404145,,1,,,,VT,1
31,F000401,James,Fulbright,1905-04-09,M,D,,404343,,3,,,,AR,3
32,G000131,Walter,George,1878-01-29,M,D,,404501,,25,,,,GA,3
33,G000418,Theodore,Green,1867-10-02,M,D,,404766,,11,,,,RI,2
34,G000532,John,Gurney,1896-05-21,M,R,,404877,,9,,,,SD,3
35,H000334,Carl,Hatch,1889-11-27,M,D,,405204,,14,,,,NM,2
36,H000365,Albert,Hawkes,1878-11-20,M,R,,405234,,5,,,,NJ,2
37,H000385,Carl,Hayden,1877-10-02,M,D,,405253,,20,,,,AZ,3
38,H000559,Bourke,Hickenlooper,1896-07-21,,R,,405421,,3,,,,IA,3
39,H000598,Joseph,Hill,1894-12-29,M,D,,405460,,9,,,,AL,3
40,H000679,Clyde,Hoey,1877-12-11,,D,,405532,,3,,,,NC,3
41,H000720,Spessard,Holland,1892-07-10,,D,,405572,,1,,,,FL,1
42,I000050,Irving,Ives,1896-01-24,,R,,405905,,1,,,,NY,1
43,J000093,William,Jenner,1908-07-21,M,R,,405995,,1,,,,IN,1
44,J000127,Edwin,Johnson,1884-01-01,M,D,,406026,,11,,,,CO,2
45,J000195,Olin,Johnston,1896-11-18,,D,,406090,,3,,,,SC,3
46,K000082,James,Kem,1890-04-02,M,R,,406251,,1,,,,MO,1
47,K000176,Harley,Kilgore,1893-01-11,,D,,406339,,7,,,,WV,1
48,K000292,William,Knowland,1908-06-26,M,R,,406448,,2,,,,CA,1
49,L000070,William,Langer,1886-09-30,M,R,,406579,,7,,,,ND,1
50,L000394,Henry,Lodge,1902-07-05,M,R,,406886,,8,,,,MA,1
51,L000428,Russell,Long,1918-11-03,,D,,406918,,1,,,,LA,3
52,L000493,Scott,Lucas,,,D,,406980,,8,,,,IL,3
53,M000053,Warren,Magnuson,1905-04-12,M,D,,407081,,3,,,,WA,3
54,M000086,George,Malone,1890-08-07,M,R,,407112,,1,,,,NV,1
55,M000177,Edward,Martin,1879-09-18,M,R,,407199,,1,,,,PA,1
56,M000279,Burnet,Maybank,1899-03-07,,D,,407296,,6,,,,SC,2
57,M000308,Patrick,McCarran,1876-08-08,M,D,,407322,,14,,,,NV,3
58,M000315,Joseph,McCarthy,1908-11-14,M,R,,407327,,1,,,,WI,1
59,M000332,John,McClellan,1896-02-25,M,D,,407342,,5,,,,AR,2
60,M000438,Ernest,McFarland,1894-10-09,M,D,,407437,,7,,,,AZ,1
61,M000456,James,McGrath,1903-11-28,M,D,,407455,,1,,,,RI,1
62,M000499,Kenneth,McKellar,1869-01-29,M,D,,407494,,30,,,,TN,1
63,M000559,Brien,McMahon,1903-10-06,M,D,,407551,,3,,,,CT,3
64,M000771,Eugene,Millikin,1891-02-12,M,R,,407749,,6,,,,CO,3
65,M000895,Edward,Moore,1871-11-19,M,R,,407867,,5,,,,OK,2
66,M001014,Wayne,Morse,1900-10-20,,R,,407981,,3,,,,OR,3
67,M001078,Karl,Mundt,1900-06-03,,R,,408043,,1,,,,SD,2
68,M001108,James,Murray,1876-05-03,M,D,,408072,,13,,,,MT,2
69,M001127,Francis,Myers,1901-12-18,,D,,408089,,3,,,,PA,3
70,O000032,Herbert,O?Conor,1896-11-17,M,D,,408280,,1,,,,MD,1
71,O000034,Wilbert,O?Daniel,1890-03-11,M,D,,408281,,6,,,,TX,2
72,O000088,Joseph,O?Mahoney,1884-11-05,M,D,,408296,,14,,,,WY,1
73,O000146,John,Overton,1875-09-17,M,D,,408397,,14,,,,LA,3
74,P000218,Claude,Pepper,1900-09-08,M,D,,408621,,11,,,,FL,3
75,R000112,Clyde,Reed,1871-10-19,,R,,409092,,9,,,,KS,3
76,R000167,William,Revercomb,1895-07-20,M,R,,409144,,5,,,,WV,2
77,R000317,Absalom,Robertson,1887-05-27,M,D,,409288,,1,,,,VA,2
78,R000320,Edward,Robertson,1881-05-27,M,R,,409291,,5,,,,WY,2
79,R000536,Richard,Russell,1897-11-02,M,D,,409493,,14,,,,GA,2
80,S000021,Leverett,Saltonstall,1892-09-01,M,R,,409540,,3,,,,MA,2
81,S000553,Howard,Smith,1880-01-30,M,R,,410035,,3,,,,NJ,1
82,S000701,John,Sparkman,,M,D,,410172,,2,,,,AL,2
83,S000852,John,Stennis,1901-08-03,M,D,,410315,,1,,,,MS,1
84,S000901,Arthur,Stewart,1892-01-11,M,D,,410362,,8,,,,TN,2
85,T000009,Robert,Taft,1889-09-08,M,R,,410599,,9,,,,OH,3
86,T000079,Glen,Taylor,1904-04-12,,D,,410663,,3,,,,ID,3
87,T000164,Elbert,Thomas,1883-06-17,M,D,,410745,,14,,,,UT,3
88,T000259,Edward,Thye,,M,R,,410834,,1,,,,MN,1
89,T000289,Charles,Tobey,1880-07-22,M,R,,410862,,9,,,,NH,3
90,T000446,Millard,Tydings,1890-04-06,M,D,,411014,,20,,,,MD,3
91,U000005,William,Umstead,,M,D,,411029,,1,,,,NC,2
92,V000025,Arthur,Vandenberg,1884-03-22,M,R,,411118,,19,,,,MI,1
93,W000021,Robert,Wagner,1877-06-08,M,D,,411200,,20,,,,NY,3
94,W000190,Arthur,Watkins,1886-12-18,M,R,,411362,,1,,,,UT,1
95,W000344,Kenneth,Wherry,1892-02-28,M,R,,411506,,4,,,,NE,2
96,W000396,Wallace,White,1877-08-06,M,R,,411556,,16,,,,ME,2
97,W000465,Alexander,Wiley,1884-05-26,M,R,,411622,,9,,,,WI,3
98,W000518,John,Williams,1904-05-17,M,R,,411675,,1,,,,DE,1
99,W000581,George,Wilson,,M,R,,411736,,4,,,,IA,2
100,Y000047,Milton,Young,1897-12-06,M,R,,411979,,2,,,,ND,3
