,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,senate_class
0,A000062,George,Aiken,1892-08-20,M,R,,400722,,25,,,,VT,3
1,A000161,Gordon,Allott,1907-01-02,,R,,400816,,11,,,,CO,2
2,A000186,Clinton,Anderson,1895-10-23,,D,,400841,,17,,,,NM,2
3,B000201,Edward,Bartlett,1904-04-20,M,D,,401200,,7,,,,AK,2
4,B000223,Ross,Bass,1918-03-17,M,D,,401219,,1,,,,TN,2
5,B000254,Birch,Bayh,1928-01-22,M,D,,401248,,3,,,,IN,3
6,B000384,Wallace,Bennett,1898-11-13,,R,,401375,,15,,,,UT,3
7,B000436,Alan,Bible,1909-11-20,,D,,401422,,11,,,,NV,3
8,B000593,James,Boggs,1909-05-15,M,R,,401561,,5,,,,DE,2
9,B000813,Daniel,Brewster,1923-11-23,M,D,,401770,,3,,,,MD,3
10,B001077,Quentin,Burdick,1908-06-19,,D,,402023,,5,,,,ND,1
11,B001210,Robert,Byrd,1917-11-20,M,D,,300016,,7,,,,WV,1
12,B001208,Harry,Byrd,1887-06-10,M,D,,402148,,32,,,,VA,1
13,B001209,Harry,Byrd,1914-12-20,M,D,,402149,,1,,,,VA,1
14,C000120,Howard,Cannon,1912-01-26,M,D,,402271,,7,,,,NV,1
15,C000154,Frank,Carlson,1893-01-23,M,R,,402303,,15,,,,KS,3
16,C000220,Clifford,Case,1904-04-16,,R,,402366,,11,,,,NJ,2
17,C000388,Frank,Church,1924-07-25,M,D,,402527,,9,,,,ID,3
18,C000444,Joseph,Clark,1901-10-21,M,D,,402582,,9,,,,PA,3
19,C000758,John,Cooper,1901-08-23,M,R,,402878,,13,,,,KY,2
20,C000802,Norris,Cotton,,,R,,402921,,11,,,,NH,3
21,C001006,Carl,Curtis,1905-03-15,M,R,,403113,,11,,,,NE,2
22,D000360,Everett,Dirksen,1896-01-04,,R,,403477,,15,,,,IL,3
23,D000390,Thomas,Dodd,1907-05-15,M,D,,403505,,7,,,,CT,1
24,D000409,Peter,Dominick,1915-07-07,M,R,,403522,,3,,,,CO,3
25,D000456,Paul,Douglas,1892-03-26,M,D,,403566,,17,,,,IL,2
26,E000018,James,Eastland,1904-11-28,M,D,,403714,,23,,,,MS,2
27,E000112,Allen,Ellender,1890-09-24,,D,,403803,,29,,,,LA,2
28,E000210,Joseph,Ervin,1901-03-03,M,D,,403897,,11,,,,NC,3
