,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,senate_class
0,A000062,George,Aiken,1892-08-20,M,R,,400722,,9,,,,VT,3
1,A000186,Clinton,Anderson,1895-10-23,,D,,400841,,1,,,,NM,2
2,B000095,Raymond,Baldwin,1893-08-31,M,R,,401097,,3,,,,CT,1
3,B000145,Alben,Barkley,1877-11-24,,D,,401146,,22,,,,KY,3
4,B000399,William,Benton,1900-04-01,M,D,,401390,,1,,,,CT,1
5,B000816,Ralph,Brewster,1888-02-22,M,R,,401773,,9,,,,ME,1
6,B000820,John,Bricker,,M,R,,401777,,3,,,,OH,1
7,B000823,Henry,Bridges,1898-09-09,M,R,,401780,,13,,,,NH,2
8,B000894,Joseph,Broughton,1888-11-17,M,D,,401851,,1,,,,NC,2
9,B001177,Hugh,Butler,,M,R,,402119,,9,,,,NE,1
10,B001208,Harry,Byrd,1887-06-10,M,D,,402148,,16,,,,VA,1
11,C000021,Harry,Cain,1906-01-10,M,R,,402182,,3,,,,WA,1
12,C000128,Homer,Capehart,1897-06-06,M,R,,402278,,5,,,,IN,3
13,C000154,Frank,Carlson,1893-01-23,M,R,,402303,,1,,,,KS,3
14,C000317,Virgil,Chapman,1895-03-15,,D,,402459,,1,,,,KY,2
15,C000338,Dennis,Chavez,1888-04-08,,D,,402478,,14,,,,NM,1
16,C000506,Earle,Clements,1896-10-22,,D,,402642,,1,,,,KY,3
17,C000684,Thomas,Connally,1877-08-19,M,D,,402810,,20,,,,TX,1
18,C000774,Guy,Cordon,1890-04-24,M,R,,402894,,5,,,,OR,2
19,D000048,Harry,Darby,1895-01-23,M,R,,403187,,1,,,,KS,3
20,D000414,Forrest,Donnell,1884-08-20,,R,,403527,,5,,,,MO,3
21,D000456,Paul,Douglas,1892-03-26,M,D,,403566,,1,,,,IL,2
22,D000469,Sheridan,Downey,1884-03-11,,D,,403579,,11,,,,CA,3
23,D000522,John,Dulles,1888-02-25,M,R,,403632,,1,,,,NY,3
24,D000585,Henry,Dworshak,1894-08-29,M,R,,403688,,3,,,,ID,2
25,E000018,James,Eastland,1904-11-28,M,D,,403714,,7,,,,MS,2
26,E000037,Zales,Ecton,1898-04-01,,R,,403732,,3,,,,MT,1
27,E000112,Allen,Ellender,1890-09-24,,D,,403803,,13,,,,LA,2
28,F000081,Homer,Ferguson,1889-02-25,M,R,,404039,,7,,,,MI,2
29,F000190,Ralph,Flanders,1880-09-28,M,R,,404145,,3,,,,VT,1
30,F000356,Joseph,Frear,1903-03-07,M,D,,404303,,1,,,,DE,2
31,F000401,James,Fulbright,1905-04-09,M,D,,404343,,5,,,,AR,3
32,G000131,Walter,George,1878-01-29,M,D,,404501,,27,,,,GA,3
33,G000205,Guy,Gillette,1879-02-03,M,D,,404569,,9,,,,IA,2
34,G000353,Frank,Graham,1886-10-14,M,D,,404708,,1,,,,NC,2
35,G000418,Theodore,Green,1867-10-02,M,D,,404766,,13,,,,RI,2
36,G000532,John,Gurney,1896-05-21,M,R,,404877,,11,,,,SD,3
37,H000385,Carl,Hayden,1877-10-02,M,D,,405253,,22,,,,AZ,3
38,H000495,Robert,Hendrickson,1898-08-12,M,R,,405358,,1,,,,NJ,2
39,H000559,Bourke,Hickenlooper,1896-07-21,,R,,405421,,5,,,,IA,3
40,H000598,Joseph,Hill,1894-12-29,M,D,,405460,,11,,,,AL,3
41,H000679,Clyde,Hoey,1877-12-11,,D,,405532,,5,,,,NC,3
42,H000720,Spessard,Holland,1892-07-10,,D,,405572,,3,,,,FL,1
43,H000953,Hubert,Humphrey,1911-05-27,M,I,,405797,,1,,,,MN,2
44,H000975,Lester,Hunt,1892-07-08,M,D,,405819,,1,,,,WY,2
45,I000050,Irving,Ives,1896-01-24,,R,,405905,,3,,,,NY,1
46,J000093,William,Jenner,1908-07-21,M,R,,405995,,3,,,,IN,1
47,J000127,Edwin,Johnson,1884-01-01,M,D,,406026,,13,,,,CO,2
48,J000160,Lyndon,Johnson,,,D,,406058,,1,,,,TX,2
49,J000195,Olin,Johnston,1896-11-18,,D,,406090,,5,,,,SC,3
50,K000044,Carey,Kefauver,1903-07-26,M,D,,406214,,1,,,,TN,2
51,K000082,James,Kem,1890-04-02,M,R,,406251,,3,,,,MO,1
52,K000144,Robert,Kerr,1896-09-11,M,D,,406310,,1,,,,OK,2
53,K000176,Harley,Kilgore,1893-01-11,,D,,406339,,9,,,,WV,1
54,K000292,William,Knowland,1908-06-26,M,R,,406448,,4,,,,CA,1
55,L000070,William,Langer,1886-09-30,M,R,,406579,,9,,,,ND,1
56,L000173,Edward,Leahy,1886-02-09,M,D,,406676,,1,,,,RI,1
57,L000224,Herbert,Lehman,1878-03-28,M,D,,406728,,1,,,,NY,3
58,L000394,Henry,Lodge,1902-07-05,M,R,,406886,,10,,,,MA,1
59,L000428,Russell,Long,1918-11-03,,D,,406918,,1,,,,LA,3
60,L000493,Scott,Lucas,,,D,,406980,,11,,,,IL,3
61,M000053,Warren,Magnuson,1905-04-12,M,D,,407081,,5,,,,WA,3
62,M000086,George,Malone,1890-08-07,M,R,,407112,,3,,,,NV,1
63,M000177,Edward,Martin,1879-09-18,M,R,,407199,,3,,,,PA,1
64,M000279,Burnet,Maybank,1899-03-07,,D,,407296,,8,,,,SC,2
65,M000308,Patrick,McCarran,1876-08-08,M,D,,407322,,16,,,,NV,3
66,M000315,Joseph,McCarthy,1908-11-14,M,R,,407327,,3,,,,WI,1
67,M000332,John,McClellan,1896-02-25,M,D,,407342,,7,,,,AR,2
68,M000438,Ernest,McFarland,1894-10-09,M,D,,407437,,9,,,,AZ,1
69,M000456,James,McGrath,1903-11-28,M,D,,407455,,3,,,,RI,1
70,M000499,Kenneth,McKellar,1869-01-29,M,D,,407494,,32,,,,TN,1
71,M000559,Brien,McMahon,1903-10-06,M,D,,407551,,5,,,,CT,3
72,M000716,Bert,Miller,1879-12-15,M,D,,407698,,1,,,,ID,2
73,M000771,Eugene,Millikin,1891-02-12,M,R,,407749,,8,,,,CO,3
74,M001014,Wayne,Morse,1900-10-20,,R,,407981,,5,,,,OR,3
75,M001078,Karl,Mundt,1900-06-03,,R,,408043,,2,,,,SD,2
76,M001108,James,Murray,1876-05-03,M,D,,408072,,15,,,,MT,2
77,M001127,Francis,Myers,1901-12-18,,D,,408089,,5,,,,PA,3
78,N000023,Matthew,Neely,1874-11-09,M,D,,408115,,17,,,,WV,2
79,N000116,Richard,Nixon,1913-01-09,M,R,,408200,,1,,,,CA,3
80,O000032,Herbert,O?Conor,1896-11-17,M,D,,408280,,3,,,,MD,1
81,O000088,Joseph,O?Mahoney,1884-11-05,M,D,,408296,,16,,,,WY,1
82,P000100,John,Pastore,1907-03-17,M,D,,408508,,1,,,,RI,1
83,P000218,Claude,Pepper,1900-09-08,M,D,,408621,,13,,,,FL,3
84,R000112,Clyde,Reed,1871-10-19,,R,,409092,,11,,,,KS,3
85,R000317,Absalom,Robertson,1887-05-27,M,D,,409288,,3,,,,VA,2
86,R000536,Richard,Russell,1897-11-02,M,D,,409493,,16,,,,GA,2
87,S000021,Leverett,Saltonstall,1892-09-01,M,R,,409540,,4,,,,MA,2
