,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,senate_class
0,A000062,George,Aiken,1892-08-20,M,R,,400722,,27,,,,VT,3
1,A000161,Gordon,Allott,1907-01-02,,R,,400816,,13,,,,CO,2
2,A000186,Clinton,Anderson,1895-10-23,,D,,400841,,19,,,,NM,2
3,B000063,Howard,Baker,1925-11-15,M,R,,401067,,1,,,,TN,2
4,B000201,Edward,Bartlett,1904-04-20,M,D,,401200,,9,,,,AK,2
5,B000254,Birch,Bayh,1928-01-22,M,D,,401248,,5,,,,IN,3
6,B000384,Wallace,Bennett,1898-11-13,,R,,401375,,17,,,,UT,3
7,B000436,Alan,Bible,1909-11-20,,D,,401422,,13,,,,NV,3
8,B000593,James,Boggs,1909-05-15,M,R,,401561,,7,,,,DE,2
9,B000813,Daniel,Brewster,1923-11-23,M,D,,401770,,5,,,,MD,3
10,B000871,Edward,Brooke,1919-10-26,M,R,,401828,,2,,,,MA,2
11,B001077,Quentin,Burdick,1908-06-19,,D,,402023,,7,,,,ND,1
12,B001210,Robert,Byrd,1917-11-20,M,D,,300016,,9,,,,WV,1
13,B001209,Harry,Byrd,1914-12-20,M,D,,402149,,2,,,,VA,1
14,C000120,Howard,Cannon,1912-01-26,M,D,,402271,,9,,,,NV,1
15,C000154,Frank,Carlson,1893-01-23,M,R,,402303,,17,,,,KS,3
16,C000220,Clifford,Case,1904-04-16,,R,,402366,,13,,,,NJ,2
17,C000388,Frank,Church,1924-07-25,M,D,,402527,,11,,,,ID,3
18,C000444,Joseph,Clark,1901-10-21,M,D,,402582,,11,,,,PA,3
19,C000721,Marlow,Cook,1926-07-27,,R,,402844,,1,,,,KY,3
20,C000758,John,Cooper,1901-08-23,M,R,,402878,,15,,,,KY,2
21,C000802,Norris,Cotton,,,R,,402921,,13,,,,NH,3
22,C001006,Carl,Curtis,1905-03-15,M,R,,403113,,13,,,,NE,2
23,D000360,Everett,Dirksen,1896-01-04,,R,,403477,,17,,,,IL,3
24,D000390,Thomas,Dodd,1907-05-15,M,D,,403505,,9,,,,CT,1
25,D000409,Peter,Dominick,1915-07-07,M,R,,403522,,5,,,,CO,3
26,E000004,Thomas,Eagleton,1929-09-04,M,D,,403700,,1,,,,MO,3
27,E000018,James,Eastland,1904-11-28,M,D,,403714,,25,,,,MS,2
28,E000112,Allen,Ellender,1890-09-24,,D,,403803,,31,,,,LA,2
29,E000210,Joseph,Ervin,1901-03-03,M,D,,403897,,13,,,,NC,3
30,F000013,Paul,Fannin,1907-01-29,M,R,,403975,,3,,,,AZ,1
31,F000245,Hiram,Fong,1906-10-15,,R,,404199,,8,,,,HI,1
32,F000401,James,Fulbright,1905-04-09,M,D,,404343,,23,,,,AR,3
33,G000282,Charles,Goodell,1926-03-16,M,R,,404643,,1,,,,NY,1
34,G000320,Albert,Gore,1907-12-26,M,D,,404678,,15,,,,TN,1
35,G000465,Robert,Griffin,1923-11-06,M,R,,404810,,1,,,,MI,2
36,G000508,Ernest,Gruening,1887-02-06,M,D,,404853,,9,,,,AK,3
37,H000170,Clifford,Hansen,1912-10-16,,R,,405052,,1,,,,WY,2
38,H000237,Fred,Harris,1930-11-13,M,D,,405115,,3,,,,OK,2
39,H000291,Philip,Hart,1912-12-10,M,D,,405164,,9,,,,MI,1
40,H000297,Rupert,Hartke,1919-05-31,M,D,,405170,,9,,,,IN,1
41,H000343,Mark,Hatfield,1922-07-12,M,R,,405212,,1,,,,OR,2
42,H000385,Carl,Hayden,1877-10-02,M,D,,405253,,40,,,,AZ,3
43,H000559,Bourke,Hickenlooper,1896-07-21,,R,,405421,,23,,,,IA,3
44,H000598,Joseph,Hill,1894-12-29,M,D,,405460,,30,,,,AL,3
45,H000720,Spessard,Holland,1892-07-10,,D,,405572,,21,,,,FL,1
46,H000725,Ernest,Hollings,1922-01-01,M,D,,300053,,1,,,,SC,3
47,H000875,Roman,Hruska,1904-08-16,,R,,405721,,13,,,,NE,1
48,I000025,Daniel,Inouye,1924-09-07,M,D,,300056,2568,5,,,,HI,3
49,J000013,Henry,Jackson,1912-05-31,M,D,,405920,,15,,,,WA,1
50,J000064,Jacob,Javits,1904-05-18,M,R,,405969,,11,,,,NY,3
51,J000267,Benjamin,Jordan,1896-09-08,M,D,,406159,,9,,,,NC,2
52,J000269,Leonard,Jordan,1899-05-15,M,R,,406161,,5,,,,ID,2
53,K000114,Robert,Kennedy,1925-11-20,M,D,,406280,,3,,,,NY,1
54,K000105,Edward,Kennedy,1932-02-22,M,D,,300059,,5,,,,MA,1
55,K000335,Thomas,Kuchel,1910-08-15,M,R,,406489,,15,,,,CA,3
56,L000122,Frank,Lausche,1895-11-14,M,D,,406628,,11,,,,OH,3
57,L000428,Russell,Long,1918-11-03,,D,,406918,,19,,,,LA,3
58,L000415,Edward,Long,1908-07-18,M,D,,406906,,7,,,,MO,3
59,M000053,Warren,Magnuson,1905-04-12,M,D,,407081,,23,,,,WA,3
60,M000113,Michael,Mansfield,1903-03-16,M,D,,407137,,15,,,,MT,1
61,M000311,Eugene,McCarthy,1916-03-29,M,I,,407324,,9,,,,MN,1
62,M000332,John,McClellan,1896-02-25,M,D,,407342,,25,,,,AR,2
63,M000445,Gale,McGee,1915-03-17,,D,,407444,,9,,,,WY,1
64,M000452,George,McGovern,1922-07-19,M,D,,407451,,5,,,,SD,3
65,M000486,Thomas,McIntyre,1915-02-20,M,D,,407481,,5,,,,NH,2
66,M000671,Lee,Metcalf,1911-01-28,,D,,407656,,7,,,,MT,2
67,M000730,Jack,Miller,1916-06-06,M,R,,407709,,7,,,,IA,2
68,M000851,Walter,Mondale,1928-01-05,M,I,,407824,,4,,,,MN,2
69,M000859,Almer,Monroney,1902-03-02,,D,,407832,,17,,,,OK,3
70,M000876,Joseph,Montoya,1915-09-24,M,D,,407848,,3,,,,NM,1
71,M001014,Wayne,Morse,1900-10-20,,D,,407981,,23,,,,OR,3
72,M001022,Thruston,Morton,1907-08-19,,R,,407989,,11,,,,KY,3
73,M001033,Frank,Moss,1911-09-23,M,D,,408000,,9,,,,UT,1
74,M001078,Karl,Mundt,1900-06-03,,R,,408043,,19,,,,SD,2
75,M001092,George,Murphy,1902-07-04,M,R,,408056,,3,,,,CA,1
76,M001121,Edmund,Muskie,1914-03-28,M,D,,408083,,9,,,,ME,1
77,N000033,Gaylord,Nelson,1916-06-04,,D,,408123,,5,,,,WI,3
78,P000100,John,Pastore,1907-03-17,M,D,,408508,,17,,,,RI,1
79,P000166,James,Pearson,1920-05-07,M,R,,408571,,5,,,,KS,2
80,P000193,Claiborne,Pell,1918-11-22,M,D,,408597,,7,,,,RI,2
81,P000222,Charles,Percy,1919-09-27,M,R,,408625,,2,,,,IL,2
82,P000552,Winston,Prouty,1906-09-01,M,R,,408936,,9,,,,VT,1
