,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,senate_class,state_names
0,A000069,Daniel,Akaka,1924-09-11,M,D,False,300001,8704.0,13,675,36,0,HI,1,Hawaii
1,A000360,Lamar,Alexander,1940-07-03,M,R,False,300002,5.0,1,675,13,0,TN,2,Tennessee
2,A000109,Wayne,Allard,1943-12-02,M,R,False,300003,,7,675,3,0,CO,2,Colorado
3,A000121,George,Allen,1952-03-08,M,R,False,300004,,3,675,2,1,VA,1,Virginia
4,B000243,Max,Baucus,1941-12-11,M,D,False,300005,1727.0,25,675,17,0,MT,2,Montana
5,B001233,Evan,Bayh,1955-12-26,M,D,False,300006,,5,675,8,0,IN,3,Indiana
6,B000382,Robert,Bennett,1933-09-18,M,R,False,300007,25708.0,11,675,17,0,UT,3,Utah
7,B000444,Joseph,Biden,1942-11-20,M,D,False,300008,34.0,31,675,52,0,DE,2,Delaware
8,B000468,Jeff,Bingaman,1943-10-03,M,D,False,300009,590.0,21,675,10,0,NM,1,New Mexico
9,B000611,Christopher,Bond,1939-03-06,M,R,False,300010,2360.0,17,675,10,0,MO,3,Missouri
10,B000711,Barbara,Boxer,1940-11-11,F,D,False,300011,2470.0,11,675,22,0,CA,3,California
11,B000780,John,Breaux,1944-03-01,M,D,False,300012,,17,675,15,0,LA,3,Louisiana
12,B000953,Sam,Brownback,1956-09-12,M,R,False,300013,,9,675,21,0,KS,3,Kansas
13,B001066,Jim,Bunning,1931-10-23,M,R,False,300014,1457.0,5,675,21,0,KY,3,Kentucky
14,B001126,Conrad,Burns,1935-01-25,M,R,False,300015,,15,675,7,0,MT,1,Montana
15,B001210,Robert,Byrd,1917-11-20,M,D,False,300016,,45,675,21,0,WV,1,West Virginia
16,C000077,Ben,Campbell,1933-04-13,M,R,False,300017,,11,675,64,0,CO,3,Colorado
17,C000127,Maria,Cantwell,1958-10-13,F,D,False,300018,26137.0,3,675,3,0,WA,1,Washington
18,C000174,Thomas,Carper,1947-01-23,M,D,False,300019,663.0,3,675,12,1,DE,1,Delaware
19,C001040,Lincoln,Chafee,1953-03-26,M,R,False,300020,,5,675,7,0,RI,3,Rhode Island
20,C000286,Saxby,Chambliss,1943-11-10,M,R,False,300021,36571.0,1,675,20,0,GA,2,Georgia
21,C001041,Hillary,Clinton,1947-10-26,F,D,False,300022,,3,675,19,0,NY,1,New York
22,C000567,Thad,Cochran,1937-12-07,M,R,False,300023,1200.0,25,675,4,0,MS,2,Mississippi
23,C001057,Norm,Coleman,1949-08-17,M,R,False,300024,,1,675,5,0,MN,2,Minnesota
24,C001035,Susan,Collins,1952-12-07,F,R,False,300025,45738.0,7,675,0,0,ME,2,Maine
25,C000705,Kent,Conrad,1948-03-12,M,D,False,300026,2517.0,17,675,5,0,ND,1,North Dakota
26,C001056,John,Cornyn,1952-02-02,M,R,False,300027,93131.0,1,675,9,0,TX,2,Texas
27,C001042,Jon,Corzine,1947-01-01,M,D,False,300028,,3,675,24,0,NJ,1,New Jersey
28,C000858,Larry,Craig,1945-07-20,M,R,False,300029,,13,675,8,0,ID,2,Idaho
29,C000880,Michael,Crapo,1951-05-20,M,R,False,300030,26440.0,5,675,9,0,ID,3,Idaho
30,D000064,Thomas,Daschle,1947-12-09,M,D,False,300031,,17,675,7,0,SD,3,South Dakota
31,D000596,Mark,Dayton,1947-01-26,M,D,False,300032,,3,675,14,0,MN,1,Minnesota
32,D000294,Michael,DeWine,1947-01-05,M,R,False,300033,,9,675,1,0,OH,1,Ohio
33,D000388,Christopher,Dodd,1944-05-27,M,D,False,300034,,23,675,11,0,CT,3,Connecticut
34,D000601,Elizabeth,Dole,1936-07-29,F,R,False,300035,,1,675,6,0,NC,2,North Carolina
35,D000407,Pete,Domenici,1932-05-07,M,R,False,300036,,31,675,60,0,NM,2,New Mexico
36,D000432,Byron,Dorgan,1942-05-14,M,D,False,300037,2318.0,11,675,5,0,ND,3,North Dakota
37,D000563,Richard,Durbin,1944-11-21,M,D,False,300038,6741.0,7,675,10,0,IL,2,Illinois
38,E000286,John,Edwards,1953-06-10,M,D,False,300039,,5,675,305,0,NC,3,North Carolina
