,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,senate_class
0,A000031,Brockman,Adams,1927-01-13,,D,,400692,,1,,,,WA,3
1,A000219,William,Armstrong,1937-03-16,M,R,,400927,,9,,,,CO,2
2,B000243,Max,Baucus,1941-12-11,M,D,,300005,1727,9,,,,MT,2
3,B000401,Lloyd,Bentsen,1921-02-11,,D,,401391,,17,,,,TX,1
4,B000444,Joseph,Biden,1942-11-20,M,D,,300008,34,15,,,,DE,2
5,B000468,Jeff,Bingaman,1943-10-03,M,D,,300009,590,5,,,,MT,1
6,B000611,Christopher,Bond,1939-03-06,M,R,,300010,2360,1,,,,MO,3
7,B000639,David,Boren,1941-04-21,M,D,,401604,,9,,,,OK,2
8,B000647,Rudolph,Boschwitz,1930-11-07,,R,,401611,,9,,,,MN,2
9,B001225,William,Bradley,1943-07-28,M,D,,401709,,9,,,,NJ,2
10,B000780,John,Breaux,1944-03-01,M,D,,300012,,1,,,,LA,3
11,B001057,Dale,Bumpers,1925-08-12,M,D,,402004,,13,,,,AR,3
12,B001077,Quentin,Burdick,1908-06-19,,D,,402023,,27,,,,ND,1
13,B001210,Robert,Byrd,1917-11-20,M,D,,300016,,29,,,,WV,1
14,C000269,John,Chafee,1922-10-22,M,R,,402412,,11,,,,RI,1
15,C000356,Lawton,Chiles,1930-04-03,,D,,402495,,17,,,,FL,1
16,C000567,Thad,Cochran,1937-12-07,M,R,,300023,1200,9,,,,MS,2
17,C000598,William,Cohen,1940-08-28,M,R,,402727,,9,,,,ME,2
18,C000705,Kent,Conrad,1948-03-12,M,D,,300026,2517,1,,,,ND,3
19,C000877,Alan,Cranston,1914-06-19,,D,,402990,,19,,,,CA,3
20,D000018,Alfonse,D'Amato,1937-08-01,M,R,,403142,,7,,,,NY,3
21,D000030,John,Danforth,1936-09-05,M,R,,403171,103,11,,,,MO,1
22,D000064,Thomas,Daschle,1947-12-09,M,D,,300031,,1,,,,SD,3
23,D000185,Dennis,DeConcini,1937-05-08,M,D,,403346,,11,,,,AZ,1
24,D000366,Alan,Dixon,1927-07-07,,D,,403483,,7,,,,IL,3
25,D000388,Christopher,Dodd,1944-05-27,M,D,,300034,,7,,,,CT,3
26,D000401,Robert,Dole,1923-07-22,M,R,,403515,,19,,,,KS,3
27,D000407,Pete,Domenici,1932-05-07,M,R,,300036,,15,,,,NM,2
28,D000566,David,Durenberger,1934-08-19,M,R,,403669,,9,,,,MN,1
29,E000236,Daniel,Evans,1925-10-16,M,R,,403920,,4,,,,WA,1
30,E000284,J. James,Exon,1921-08-09,M,D,,403962,,9,,,,NE,2
31,F000268,Wendell,Ford,1924-09-08,M,D,,404219,,13,,,,KY,3
32,F000329,Wyche,Fowler,1940-10-06,,D,,404277,,1,,,,GA,3
33,G000072,Edwin,Garn,1932-10-12,M,R,,404444,,13,,,,UT,3
34,G000236,John,Glenn,1921-07-18,M,D,,404598,,13,,,,OH,3
35,G000321,Albert,Gore,1948-03-31,M,D,,404679,,3,,,,TN,2
36,G000352,Bob,Graham,1936-11-09,M,D,,300046,,1,,,,FL,3
37,G000365,Phil,Gramm,1942-07-08,M,R,,300159,,3,,,,TX,2
38,G000386,Charles,Grassley,1933-09-17,M,R,,300048,1167,7,,,,IA,3
39,H000206,Tom,Harkin,1939-11-19,M,D,,300051,2005,3,,,,IA,2
40,H000338,Orrin,Hatch,1934-03-22,M,R,,300052,189,11,,,,UT,1
41,H000343,Mark,Hatfield,1922-07-12,M,R,,405212,,21,,,,OR,2
42,H000439,Jacob,Hecht,1928-11-30,M,R,,405305,,5,,,,NV,1
43,H000445,Howell,Heflin,1921-06-19,M,D,,405310,,9,,,,AL,2
44,H000456,Henry,Heinz,1938-10-23,M,R,,405321,,11,,,,PA,1
45,H000463,Jesse,Helms,1921-10-18,M,R,,300154,,15,,,,NC,2
46,H000725,Ernest,Hollings,1922-01-01,M,D,,300053,,21,,,,SC,3
47,H000951,Gordon,Humphrey,1940-10-09,,R,,405795,,9,,,,NH,2
48,I000025,Daniel,Inouye,1924-09-07,M,D,,300056,2568,25,,,,HI,3
49,J000189,John,Johnston,1932-06-10,M,D,,406084,,15,,,,LA,2
50,K000011,David,Karnes,1948-12-12,M,R,,406183,,1,,,,NE,1
51,K000017,Nancy,Kassebaum,1932-07-29,F,R,,406188,,9,,,,KS,2
52,K000019,Robert,Kasten,1942-06-19,M,R,,406190,,7,,,,WI,3
53,K000105,Edward,Kennedy,1932-02-22,M,D,,300059,,25,,,,MA,1
54,K000148,John,Kerry,1943-12-11,M,D,,300060,1485,3,,,,MA,2
55,L000123,Frank,Lautenberg,1924-01-23,M,D,,300064,2515,5,,,,NJ,1
56,L000174,Patrick,Leahy,1940-03-31,M,D,,300065,1552,13,,,,VT,3
57,L000261,Carl,Levin,1934-06-28,M,D,,300066,2592,9,,,,MI,2
58,L000504,Richard,Lugar,1932-04-04,M,R,,300070,255,11,,,,IN,1
59,M000250,Spark,Matsunaga,1916-10-08,,D,,407268,,11,,,,HI,1
60,M000303,John,McCain,1936-08-29,M,R,,300071,7476,1,,,,AZ,3
61,M000346,James,McClure,1924-12-27,M,R,,407355,,15,,,,ID,2
62,M000355,Mitch,McConnell,1942-02-20,M,R,,300072,2351,3,,,,KY,2
63,M000635,John,Melcher,1924-09-06,M,D,,407622,,11,,,,MT,1
64,M000678,Howard,Metzenbaum,1917-06-04,M,D,,407663,,12,,,,OH,1
65,M000702,Barbara,Mikulski,1936-07-20,F,D,,300073,1396,1,,,,MD,3
