,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,senate_class
0,A000009,James,Abdnor,1923-02-13,M,R,,400672,,1,,,,SD,3
1,A000208,Mark,Andrews,1926-05-19,M,R,,400881,,1,,,,ND,3
2,A000219,William,Armstrong,1937-03-16,M,R,,400927,,3,,,,CO,2
3,B000063,Howard,Baker,1925-11-15,M,R,,401067,,15,,,,TN,2
4,B000243,Max,Baucus,1941-12-11,M,D,,300005,1727,3,,,,MT,2
5,B000401,Lloyd,Bentsen,1921-02-11,,D,,401391,,11,,,,TX,1
6,B000444,Joseph,Biden,1942-11-20,M,D,,300008,34,9,,,,DE,2
7,B000639,David,Boren,1941-04-21,M,D,,401604,,3,,,,OK,2
8,B000647,Rudolph,Boschwitz,1930-11-07,,R,,401611,,3,,,,MN,2
9,B001225,William,Bradley,1943-07-28,M,D,,401709,,3,,,,NJ,2
10,B000756,Nicholas,Brady,1930-04-11,M,R,,401715,,1,,,,NJ,1
11,B001057,Dale,Bumpers,1925-08-12,M,D,,402004,,7,,,,AR,3
12,B001077,Quentin,Burdick,1908-06-19,,D,,402023,,21,,,,ND,1
13,B001210,Robert,Byrd,1917-11-20,M,D,,300016,,23,,,,WV,1
14,B001209,Harry,Byrd,1914-12-20,M,I,,402149,,16,,,,VA,1
15,C000120,Howard,Cannon,1912-01-26,M,D,,402271,,23,,,,NV,1
16,C000269,John,Chafee,1922-10-22,M,R,,402412,,5,,,,RI,1
17,C000356,Lawton,Chiles,1930-04-03,,D,,402495,,11,,,,FL,1
18,C000567,Thad,Cochran,1937-12-07,M,R,,300023,1200,3,,,,MS,2
19,C000598,William,Cohen,1940-08-28,M,R,,402727,,3,,,,ME,2
20,C000877,Alan,Cranston,1914-06-19,,D,,402990,,13,,,,CA,3
21,D000018,Alfonse,D'Amato,1937-08-01,M,R,,403142,,1,,,,NY,3
22,D000030,John,Danforth,1936-09-05,M,R,,403171,103,5,,,,MO,1
23,D000185,Dennis,DeConcini,1937-05-08,M,D,,403346,,5,,,,AZ,1
24,D000259,Jeremiah,Denton,1924-07-15,M,R,,403397,,1,,,,AL,3
25,D000366,Alan,Dixon,1927-07-07,,D,,403483,,1,,,,IL,3
26,D000388,Christopher,Dodd,1944-05-27,M,D,,300034,,1,,,,CT,3
27,D000401,Robert,Dole,1923-07-22,M,R,,403515,,13,,,,KS,3
28,D000407,Pete,Domenici,1932-05-07,M,R,,300036,,9,,,,NM,2
29,D000566,David,Durenberger,1934-08-19,M,R,,403669,,3,,,,MN,1
30,E000004,Thomas,Eagleton,1929-09-04,M,D,,403700,,13,,,,MO,3
31,E000017,John,East,1931-05-05,M,R,,403713,,1,,,,NC,3
32,E000284,J. James,Exon,1921-08-09,M,D,,403962,,3,,,,NE,2
33,F000268,Wendell,Ford,1924-09-08,M,D,,404219,,7,,,,KY,3
34,G000072,Edwin,Garn,1932-10-12,M,R,,404444,,7,,,,UT,3
35,G000236,John,Glenn,1921-07-18,M,D,,404598,,7,,,,OH,3
36,G000267,Barry,Goldwater,1909-01-01,M,R,,404629,,25,,,,AZ,3
37,G000333,Slade,Gorton,1928-01-08,M,R,,400559,,1,,,,WA,3
38,G000386,Charles,Grassley,1933-09-17,M,R,,300048,1167,1,,,,IA,3
39,H000287,Gary,Hart,1936-11-28,,D,,405161,,7,,,,CO,3
40,H000338,Orrin,Hatch,1934-03-22,M,R,,300052,189,5,,,,UT,1
41,H000343,Mark,Hatfield,1922-07-12,M,R,,405212,,14,,,,OR,2
42,H000374,Paula,Hawkins,1927-01-24,F,R,,405242,,1,,,,FL,3
43,H000384,Samuel,Hayakawa,1906-07-18,M,R,,405252,,5,,,,CA,1
44,H000445,Howell,Heflin,1921-06-19,M,D,,405310,,3,,,,AL,2
45,H000456,Henry,Heinz,1938-10-23,M,R,,405321,,5,,,,PA,1
46,H000463,Jesse,Helms,1921-10-18,M,R,,300154,,9,,,,NC,2
47,H000725,Ernest,Hollings,1922-01-01,M,D,,300053,,15,,,,SC,3
48,H000905,Walter,Huddleston,1926-04-15,M,D,,405751,,9,,,,KY,2
49,H000951,Gordon,Humphrey,1940-10-09,,R,,405795,,3,,,,NH,2
50,I000025,Daniel,Inouye,1924-09-07,M,D,,300056,2568,20,,,,HI,3
51,J000013,Henry,Jackson,1912-05-31,M,D,,405920,,29,,,,WA,1
52,J000101,Roger,Jepsen,1928-12-23,M,R,,406003,,3,,,,IA,2
