,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,district,at_large,geoid,state_names
0,A000014,Neil,Abercrombie,1938-06-26,M,D,False,400001,,12,1214,57,5,HI,1,False,1501,Hawaii
1,A000022,Gary,Ackerman,1942-11-19,M,D,False,400003,1002061.0,18,1214,163,2,NY,5,False,3605,New York
2,A000055,Robert,Aderholt,1965-07-22,M,R,False,400004,45516.0,4,1214,16,0,AL,4,False,104,Alabama
3,A000357,Thomas,Allen,1945-04-16,M,D,False,400007,,4,1214,23,1,ME,1,False,2301,Maine
4,A000210,Robert,Andrews,1957-08-04,M,D,False,400008,19670.0,12,1214,30,0,NJ,1,False,3401,New Jersey
5,A000215,Bill,Archer,1928-03-22,M,R,False,400567,,30,1214,86,0,TX,7,False,4807,Texas
6,A000217,Richard,Armey,1940-07-07,M,R,False,400551,,16,1214,29,0,TX,26,False,4826,Texas
7,B001234,Joe,Baca,1947-01-23,M,D,False,400009,81682.0,2,1214,37,0,CA,42,False,642,California
8,B000013,Spencer,Bachus,1947-12-28,M,R,False,400010,26397.0,8,1214,19,1,AL,6,False,106,Alabama
9,B001229,Brian,Baird,1956-03-07,M,D,False,400011,45981.0,2,1214,19,2,WA,3,False,5303,Washington
10,B000072,Richard,Baker,1948-05-22,M,R,False,400012,,14,1214,54,0,LA,6,False,2206,Louisiana
11,B000081,John,Baldacci,1955-01-30,M,D,False,400525,,6,1214,17,0,ME,2,False,2302,Maine
12,B001230,Tammy,Baldwin,1962-02-11,F,D,False,400013,57884.0,2,1214,30,2,WI,2,False,5502,Wisconsin
13,B000104,Cass,Ballenger,1926-12-06,M,R,False,400015,,16,1214,30,0,NC,10,False,3710,North Carolina
14,B000134,James,Barcia,1952-02-25,M,D,False,400526,,8,1214,25,0,MI,5,False,2605,Michigan
15,B000169,Bob,Barr,1948-11-05,M,R,False,400514,,6,1214,50,8,GA,7,False,1307,Georgia
16,B000177,Thomas,Barrett,1953-12-08,M,D,False,400553,,8,1214,15,3,WI,5,False,5505,Wisconsin
17,B000179,Bill,Barrett,1929-02-09,M,R,False,400568,,10,1214,17,1,NE,3,False,3103,Nebraska
18,B000208,Roscoe,Bartlett,1926-06-03,M,R,False,400017,27026.0,8,1214,8,0,MD,6,False,2406,Maryland
19,B000213,Joe,Barton,1949-09-15,M,R,False,400018,5248.0,16,1214,135,0,TX,6,False,4806,Texas
20,B000220,Charles,Bass,1952-01-08,M,R,False,400019,37079.0,6,1214,22,0,NH,2,False,3302,New Hampshire
21,B000229,Herbert,Bateman,1928-08-07,M,R,False,400569,,18,1214,52,6,VA,1,False,5101,Virginia
22,B000287,Xavier,Becerra,1958-01-26,M,D,False,400021,26567.0,8,1214,122,4,CA,30,False,630,California
23,B000400,Ken,Bentsen,1959-06-03,M,D,False,400550,,6,1214,22,1,TX,25,False,4825,Texas
24,B000403,Douglas,Bereuter,1939-10-06,M,R,False,400023,,22,1214,30,1,NE,1,False,3101,Nebraska
25,B001231,Shelley,Berkley,1951-01-20,F,D,False,400024,,2,1214,16,0,NV,1,False,3201,Nevada
26,B000410,Howard,Berman,1941-04-15,M,D,False,400025,1592.0,18,1214,116,3,CA,26,False,626,California
27,B000420,Marion,Berry,1942-08-27,M,D,False,400026,45115.0,4,1214,19,0,AR,1,False,501,Arkansas
28,B001232,Judy,Biggert,1937-08-15,F,R,False,400027,57890.0,2,1214,4,0,IL,13,False,1713,Illinois
29,B000461,Brian,Bilbray,1951-01-28,M,R,False,400570,36554.0,6,1214,105,0,CA,49,False,649,California
30,B000463,Michael,Bilirakis,1930-07-16,M,R,False,400028,,18,1214,18,0,FL,9,False,1209,Florida
31,B000490,Sanford,Bishop,1947-02-04,M,D,False,400030,26194.0,8,1214,58,1,GA,2,False,1302,Georgia
32,B000518,Rod,Blagojevich,1956-12-10,M,D,False,400518,,4,1214,66,1,IL,5,False,1705,Illinois
33,B000556,Tom,Bliley,1932-01-28,M,R,False,400571,,20,1214,60,0,VA,7,False,5107,Virginia
34,B000574,Earl,Blumenauer,1948-08-16,M,D,False,400033,43809.0,6,1214,37,8,OR,3,False,4103,Oregon
35,B000575,Roy,Blunt,1950-01-10,M,R,False,400034,45465.0,4,1214,34,0,MO,7,False,2907,Missouri
36,B000586,Sherwood,Boehlert,1936-09-28,M,R,False,400035,,18,1214,17,1,NY,23,False,3623,New York
37,B000589,John,Boehner,1949-11-17,M,R,False,400036,16740.0,10,1214,29,1,OH,8,False,3908,Ohio
38,B000617,Henry,Bonilla,1954-01-02,M,R,False,400037,,8,1214,34,0,TX,23,False,4823,Texas
39,B000619,David,Bonior,1945-06-06,M,D,False,400527,,24,1214,33,1,MI,10,False,2610,Michigan
40,B001228,Mary,Bono Mack,1961-10-24,F,R,False,400039,,4,1214,55,1,CA,44,False,644,California
41,B000644,Robert,Borski,1948-10-20,M,D,False,400542,,18,1214,50,1,PA,3,False,4203,Pennsylvania
42,B000652,Leonard,Boswell,1934-01-10,M,D,False,400042,45520.0,4,1214,26,0,IA,3,False,1903,Iowa
43,B000657,Rick,Boucher,1946-08-01,M,D,False,400043,6736.0,18,1214,85,1,VA,9,False,5109,Virginia
44,B000716,Allen,Boyd,1945-06-06,M,D,False,400044,46164.0,4,1214,22,3,FL,2,False,1202,Florida
45,B001227,Robert,Brady,1945-04-07,M,D,False,400047,55227.0,4,1214,54,0,PA,1,False,4201,Pennsylvania
46,B000755,Kevin,Brady,1955-04-11,M,R,False,400046,45749.0,4,1214,47,1,TX,8,False,4808,Texas
47,B000911,Corrine,Brown,1946-11-11,F,D,False,400048,26192.0,8,1214,102,1,FL,3,False,1203,Florida
48,B000918,George,Brown,1920-03-06,M,D,False,400572,,36,1214,221,0,CA,42,False,642,California
49,B000944,Sherrod,Brown,1952-11-09,M,D,False,400050,5051.0,8,1214,92,2,OH,13,False,3913,Ohio
50,B000996,Ed,Bryant,1948-09-07,,R,False,400549,,6,1214,18,0,TN,7,False,4707,Tennessee
51,B001135,Richard,Burr,1955-11-30,M,R,False,400054,31054.0,6,1214,41,0,NC,5,False,3705,North Carolina
52,B001149,Dan,Burton,1938-06-21,M,R,False,400055,,18,1214,84,0,IN,6,False,1806,Indiana
53,B001203,Steve,Buyer,1958-11-26,M,R,False,400056,26475.0,8,1214,79,1,IN,5,False,1805,Indiana
54,C000052,Sonny,Callahan,1932-09-11,,R,False,400500,,16,1214,56,3,AL,1,False,101,Alabama
55,C000059,Ken,Calvert,1953-06-08,M,R,False,400057,26709.0,8,1214,34,0,CA,43,False,643,California
56,C000071,Dave,Camp,1953-07-09,M,R,False,400058,23039.0,10,1214,39,0,MI,4,False,2604,Michigan
57,C000100,Tom,Campbell,1952-08-14,M,R,False,400573,,10,1214,344,1,CA,15,False,615,California
58,C000107,Charles,Canady,1954-06-22,M,R,False,400574,,8,1214,22,0,FL,12,False,1212,Florida
59,C000116,Christopher,Cannon,1950-10-20,M,R,False,400059,,4,1214,45,0,UT,3,False,4903,Utah
60,C001036,Lois,Capps,1938-01-10,F,D,False,400062,54075.0,4,1214,76,0,CA,22,False,622,California
61,C001037,Michael,Capuano,1952-01-09,M,D,False,400063,56760.0,2,1214,30,7,MA,8,False,2508,Massachusetts
62,C000141,Benjamin,Cardin,1943-10-05,M,D,False,400064,4004.0,14,1214,17,0,MD,3,False,2403,Maryland
63,C000191,Julia,Carson,1938-07-08,F,D,False,400067,,4,1214,128,13,IN,10,False,1810,Indiana
64,C000243,Michael,Castle,1939-07-02,M,R,False,400070,70.0,8,1214,11,0,DE,At-Large,True,1000,Delaware
65,C000266,Steven,Chabot,1953-01-22,M,R,False,400071,36705.0,6,1214,4,0,OH,1,False,3901,Ohio
66,C000286,Saxby,Chambliss,1943-11-10,M,R,False,300021,36571.0,6,1214,32,0,GA,8,False,1308,Georgia
67,C000345,Helen,Chenoweth-Hage,1938-01-27,F,R,False,400575,,6,1214,193,0,ID,1,False,1601,Idaho
