,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,district,at_large,geoid,state_names
0,A000374,Ralph,Abraham,1954-09-16,M,R,False,412630,76236.0,2,1327,2.0,0.0,LA,5,False,2205,Louisiana
1,A000370,Alma,Adams,1946-05-27,F,D,False,412607,76386.0,4,1327,101.0,0.0,NC,12,False,3712,North Carolina
2,A000055,Robert,Aderholt,1965-07-22,M,R,False,400004,45516.0,20,1327,22.0,0.0,AL,4,False,104,Alabama
3,A000371,Pete,Aguilar,1979-06-19,M,D,False,412615,79994.0,2,1327,47.0,0.0,CA,31,False,631,California
4,A000372,Rick,Allen,1951-11-07,M,R,False,412625,62545.0,2,1327,16.0,0.0,GA,12,False,1312,Georgia
5,A000367,Justin,Amash,1980-04-18,M,R,False,412438,1033767.0,6,1327,0.0,3.0,MI,3,False,2603,Michigan
6,A000369,Mark,Amodei,1958-06-12,M,R,False,412500,62817.0,6,1327,83.0,1.0,NV,2,False,3202,Nevada
7,A000373,Brad,Ashford,1949-11-10,M,D,False,412642,76302.0,2,1327,14.0,0.0,NE,2,False,3102,Nebraska
8,B001291,Brian,Babin,1948-03-23,M,R,False,412655,44883.0,2,1327,27.0,1.0,TX,36,False,4836,Texas
9,B001269,Lou,Barletta,1956-01-28,M,R,False,412469,29618.0,6,1327,85.0,0.0,PA,11,False,4211,Pennsylvania
10,B001282,Andy,Barr,1973-07-24,M,R,False,412541,61848.0,4,1327,9.0,0.0,KY,6,False,2106,Kentucky
11,B000213,Joe,Barton,1949-09-15,M,R,False,400018,5248.0,32,1327,43.0,0.0,TX,6,False,4806,Texas
12,B001270,Karen,Bass,1953-10-03,F,D,False,412404,62502.0,6,1327,129.0,0.0,CA,37,False,637,California
13,B001281,Joyce,Beatty,1950-03-12,F,D,False,412565,67294.0,4,1327,26.0,0.0,OH,3,False,3903,Ohio
14,B000287,Xavier,Becerra,1958-01-26,M,D,False,400021,26567.0,24,1327,76.0,1.0,CA,34,False,634,California
15,B001271,Dan,Benishek,1952-04-20,M,R,False,412436,61860.0,6,1327,4.0,0.0,MI,1,False,2601,Michigan
16,B001287,Ami,Bera,1965-03-02,M,D,False,412512,1033636.0,4,1327,18.0,0.0,CA,7,False,607,California
17,B001292,Donald,Beyer,1950-06-20,M,D,False,412657,21141.0,2,1327,54.0,0.0,VA,8,False,5108,Virginia
18,B001257,Gus,Bilirakis,1963-02-08,M,R,False,412250,1022873.0,12,1327,10.0,0.0,FL,12,False,1212,Florida
19,B000490,Sanford,Bishop,1947-02-04,M,D,False,400030,26194.0,24,1327,28.0,0.0,GA,2,False,1302,Georgia
20,B001293,Mike,Bishop,1967-03-18,M,R,False,412635,78290.0,2,1327,11.0,0.0,MI,8,False,2608,Michigan
21,B001250,Rob,Bishop,1951-07-13,M,R,False,400029,1003621.0,14,1327,66.0,0.0,UT,1,False,4901,Utah
22,B001273,Diane,Black,1951-01-16,F,R,False,412478,9268964.0,6,1327,69.0,0.0,TN,6,False,4706,Tennessee
23,B001243,Marsha,Blackburn,1952-06-06,F,R,False,400032,31226.0,14,1327,41.0,0.0,TN,7,False,4707,Tennessee
24,B001294,Rod,Blum,1955-04-26,M,R,False,412627,623771.0,2,1327,17.0,0.0,IA,1,False,1901,Iowa
25,B000574,Earl,Blumenauer,1948-08-16,M,D,False,400033,43809.0,22,1327,54.0,1.0,OR,3,False,4103,Oregon
26,B000589,John,Boehner,1949-11-17,M,R,False,400036,16740.0,26,1327,564.0,0.0,OH,8,False,3908,Ohio
27,B001278,Suzanne,Bonamici,1954-10-14,F,D,False,412501,63966.0,6,1327,33.0,0.0,OR,1,False,4101,Oregon
29,B001295,Mike,Bost,1960-12-30,M,R,False,412629,76176.0,2,1327,60.0,0.0,IL,12,False,1712,Illinois
30,B001255,Charles,Boustany,1956-02-21,M,R,False,400636,1013047.0,12,1327,17.0,0.0,LA,3,False,2203,Louisiana
31,B001296,Brendan,Boyle,1977-02-06,M,D,False,412652,76428.0,2,1327,58.0,1.0,PA,13,False,4213,Pennsylvania
32,B000755,Kevin,Brady,1955-04-11,M,R,False,400046,45749.0,20,1327,61.0,0.0,TX,8,False,4808,Texas
33,B001227,Robert,Brady,1945-04-07,M,D,False,400047,55227.0,20,1327,71.0,0.0,PA,1,False,4201,Pennsylvania
34,B001290,David,Brat,1964-07-27,M,R,False,412605,75248.0,4,1327,46.0,0.0,VA,7,False,5107,Virginia
35,B001283,Jim,Bridenstine,1975-06-15,M,R,False,412567,79705.0,4,1327,27.0,0.0,OK,1,False,4001,Oklahoma
36,B001274,Mo,Brooks,1954-04-29,M,R,False,412395,94888.0,6,1327,12.0,0.0,AL,5,False,105,Alabama
37,B001284,Susan,Brooks,1960-08-25,F,R,False,412539,623720.0,4,1327,16.0,0.0,IN,5,False,1805,Indiana
38,B000911,Corrine,Brown,1946-11-11,F,D,False,400048,26192.0,24,1327,187.0,0.0,FL,5,False,1205,Florida
39,B001285,Julia,Brownley,1952-08-28,F,D,False,412516,79783.0,4,1327,11.0,0.0,CA,26,False,626,California
40,B001260,Vern,Buchanan,1951-05-08,M,R,False,412196,1021626.0,10,1327,79.0,1.0,FL,16,False,1216,Florida
41,B001297,Ken,Buck,1959-02-16,M,R,False,412619,78285.0,2,1327,65.0,0.0,CO,4,False,804,Colorado
42,B001275,Larry,Bucshon,1962-05-31,M,R,False,412427,61837.0,6,1327,10.0,0.0,IN,8,False,1808,Indiana
43,B001248,Michael,Burgess,1950-12-23,M,R,False,400052,1003620.0,14,1327,7.0,0.0,TX,26,False,4826,Texas
44,B001286,Cheri,Bustos,1961-10-17,F,D,False,412537,63949.0,4,1327,13.0,0.0,IL,17,False,1717,Illinois
45,B001251,G.,Butterfield,1947-04-27,M,D,False,400616,1013540.0,14,1327,70.0,0.0,NC,1,False,3701,North Carolina
46,B001289,Bradley,Byrne,1955-02-16,M,R,False,412601,73486.0,4,1327,41.0,0.0,AL,1,False,101,Alabama
47,C000059,Ken,Calvert,1953-06-08,M,R,False,400057,26709.0,24,1327,17.0,0.0,CA,42,False,642,California
48,C001036,Lois,Capps,1938-01-10,F,D,False,400062,54075.0,20,1327,61.0,0.0,CA,24,False,624,California
49,C001037,Michael,Capuano,1952-01-09,M,D,False,400063,56760.0,18,1327,38.0,0.0,MA,7,False,2507,Massachusetts
50,C001097,Tony,Cárdenas,1963-03-31,M,D,False,412517,63934.0,4,1327,112.0,0.0,CA,29,False,629,California
51,C001083,John,Carney,1956-05-20,M,D,False,412407,94948.0,6,1327,36.0,0.0,DE,At-Large,True,1000,Delaware
52,C001072,André,Carson,1974-10-16,M,D,False,412258,1027364.0,10,1327,20.0,0.0,IN,7,False,1807,Indiana
53,C001051,John,Carter,1941-11-06,M,R,False,400068,1004257.0,14,1327,79.0,0.0,TX,31,False,4831,Texas
54,C001103,Buddy,Carter,1957-09-06,M,R,False,412622,76158.0,2,1327,24.0,0.0,GA,1,False,1301,Georgia
55,C001090,Matt,Cartwright,1961-05-01,M,D,False,412571,79865.0,4,1327,31.0,0.0,PA,17,False,4217,Pennsylvania
56,C001066,Kathy,Castor,1966-08-20,F,D,False,412195,1022874.0,10,1327,41.0,1.0,FL,14,False,1214,Florida
57,C001091,Joaquín,Castro,1974-09-16,M,D,False,412576,63974.0,4,1327,91.0,1.0,TX,20,False,4820,Texas
58,C000266,Steven,Chabot,1953-01-22,M,R,False,400071,36705.0,6,1327,1.0,0.0,OH,1,False,3901,Ohio
59,C001076,Jason,Chaffetz,1967-03-26,M,R,False,412270,1031362.0,8,1327,52.0,0.0,UT,3,False,4903,Utah
60,C001080,Judy,Chu,1953-07-07,F,D,False,412379,92573.0,10,1327,60.0,0.0,CA,27,False,627,California
61,C001084,David,Cicilline,1961-07-15,M,D,False,412470,1033865.0,6,1327,31.0,0.0,RI,1,False,4401,Rhode Island
62,C001101,Katherine,Clark,1963-07-17,F,D,False,412600,73178.0,4,1327,9.0,0.0,MA,5,False,2505,Massachusetts
63,C001067,Yvette,Clarke,1964-11-21,F,D,False,412221,1022875.0,10,1327,37.0,0.0,NY,9,False,3609,New York
