,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,district,at_large,geoid,state_names
0,A000014,Neil,Abercrombie,1938-06-26,M,D,False,400001,,18,1214,40,4,HI,1,False,1501,Hawaii
1,A000022,Gary,Ackerman,1942-11-19,M,D,False,400003,1002061.0,24,1214,48,1,NY,5,False,3605,New York
2,A000055,Robert,Aderholt,1965-07-22,M,R,False,400004,45516.0,10,1214,2,0,AL,4,False,104,Alabama
3,A000358,Todd,Akin,1947-07-05,M,R,False,400005,87412.0,6,1214,15,2,MO,2,False,2902,Missouri
4,A000361,Rodney,Alexander,1946-12-05,M,R,False,400006,1004256.0,4,1214,15,0,LA,5,False,2205,Louisiana
5,A000357,Thomas,Allen,1945-04-16,M,D,False,400007,,10,1214,12,1,ME,1,False,2301,Maine
6,A000210,Robert,Andrews,1957-08-04,M,D,False,400008,19670.0,18,1214,104,1,NJ,1,False,3401,New Jersey
7,B001234,Joe,Baca,1947-01-23,M,D,False,400009,81682.0,8,1214,52,0,CA,43,False,643,California
8,B000013,Spencer,Bachus,1947-12-28,M,R,False,400010,26397.0,14,1214,56,0,AL,6,False,106,Alabama
9,B001229,Brian,Baird,1956-03-07,M,D,False,400011,45981.0,8,1214,63,3,WA,3,False,5303,Washington
10,B000072,Richard,Baker,1948-05-22,M,R,False,400012,,20,1214,70,0,LA,6,False,2206,Louisiana
11,B001230,Tammy,Baldwin,1962-02-11,F,D,False,400013,57884.0,8,1214,1,0,WI,2,False,5502,Wisconsin
12,B001239,J.,Barrett,1961-02-14,M,R,False,400016,1003613.0,4,1214,31,2,SC,3,False,4503,South Carolina
13,B001252,John,Barrow,1955-10-31,M,D,False,400628,1012025.0,2,1214,18,1,GA,12,False,1312,Georgia
14,B000208,Roscoe,Bartlett,1926-06-03,M,R,False,400017,27026.0,14,1214,6,6,MD,6,False,2406,Maryland
15,B000213,Joe,Barton,1949-09-15,M,R,False,400018,5248.0,22,1214,75,0,TX,6,False,4806,Texas
16,B000220,Charles,Bass,1952-01-08,M,R,False,400019,37079.0,12,1214,18,0,NH,2,False,3302,New Hampshire
17,B001253,Melissa,Bean,1962-01-22,F,D,False,400631,,2,1214,10,0,IL,8,False,1708,Illinois
18,B001240,Bob,Beauprez,1948-09-22,M,R,False,400020,,4,1214,72,0,CO,7,False,807,Colorado
19,B000287,Xavier,Becerra,1958-01-26,M,D,False,400021,26567.0,14,1214,74,1,CA,31,False,631,California
20,B001231,Shelley,Berkley,1951-01-20,F,D,False,400024,,8,1214,62,0,NV,1,False,3201,Nevada
21,B000410,Howard,Berman,1941-04-15,M,D,False,400025,1592.0,24,1214,86,0,CA,28,False,628,California
22,B000420,Marion,Berry,1942-08-27,M,D,False,400026,45115.0,10,1214,5,0,AR,1,False,501,Arkansas
23,B001232,Judy,Biggert,1937-08-15,F,R,False,400027,57890.0,8,1214,10,2,IL,13,False,1713,Illinois
24,B000461,Brian,Bilbray,1951-01-28,M,R,False,400570,36554.0,2,1214,6,0,CA,50,False,650,California
25,B000463,Michael,Bilirakis,1930-07-16,M,R,False,400028,,24,1214,49,0,FL,9,False,1209,Florida
26,B001250,Rob,Bishop,1951-07-13,M,R,False,400029,1003621.0,4,1214,65,0,UT,1,False,4901,Utah
27,B001242,Timothy,Bishop,1950-06-01,M,D,False,400031,1003587.0,4,1214,21,1,NY,1,False,3601,New York
28,B000490,Sanford,Bishop,1947-02-04,M,D,False,400030,26194.0,14,1214,46,0,GA,2,False,1302,Georgia
29,B001243,Marsha,Blackburn,1952-06-06,F,R,False,400032,31226.0,4,1214,12,0,TN,7,False,4707,Tennessee
30,B000574,Earl,Blumenauer,1948-08-16,M,D,False,400033,43809.0,12,1214,67,1,OR,3,False,4103,Oregon
31,B000575,Roy,Blunt,1950-01-10,M,R,False,400034,45465.0,10,1214,35,0,MO,7,False,2907,Missouri
32,B000586,Sherwood,Boehlert,1936-09-28,M,R,False,400035,,24,1214,43,0,NY,24,False,3624,New York
33,B000589,John,Boehner,1949-11-17,M,R,False,400036,16740.0,16,1214,30,0,OH,8,False,3908,Ohio
34,B000617,Henry,Bonilla,1954-01-02,M,R,False,400037,,14,1214,13,0,TX,23,False,4823,Texas
