,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,district,at_large,geoid
0,A000022,Gary,Ackerman,1942-11-19,M,D,,400003,1002061,8,,,,NY,7,False,3607
1,A000069,Daniel,Akaka,1924-09-11,M,D,,300001,8704,14,,,,HI,2,False,1502
2,A000103,William,Alexander,1934-01-16,M,D,,400761,,22,,,,AR,1,False,0501
3,A000189,Glenn,Anderson,1913-02-21,,D,,400844,,22,,,,CA,32,False,0632
4,A000209,Michael,Andrews,1944-02-07,M,D,,400882,,8,,,,TX,25,False,4825
5,A000212,Frank,Annunzio,1915-01-12,M,D,,400895,,26,,,,IL,11,False,1711
6,A000213,Beryl,Anthony,1938-02-21,,D,,400898,,12,,,,AR,4,False,0504
7,A000214,Douglas,Applegate,1928-03-27,M,D,,400906,,14,,,,OH,18,False,3918
8,A000215,Bill,Archer,1928-03-22,M,R,,400567,,20,,,,TX,7,False,4807
9,A000217,Richard,Armey,1940-07-07,M,R,,400551,,6,,,,TX,26,False,4826
10,A000224,Leslie,Aspin,1938-07-21,M,D,,400967,,20,,,,WI,1,False,5501
11,A000226,Chester,Atkins,1948-04-14,M,D,,400975,,6,,,,MA,5,False,2505
12,A000337,Les,AuCoin,1942-10-21,,D,,400987,,16,,,,OR,1,False,4101
13,B000072,Richard,Baker,1948-05-22,M,R,,400012,,4,,,,LA,6,False,2206
14,B000104,Cass,Ballenger,1926-12-06,M,R,,400015,,4,,,,NC,10,False,3710
15,B000153,Druie,Barnard,1922-03-20,,D,,401155,,14,,,,GA,10,False,1310
16,B000204,Harry,Bartlett,1947-09-19,M,R,,401203,,8,,,,TX,3,False,4803
17,B000213,Joe,Barton,1949-09-15,M,R,,400018,5248,6,,,,TX,6,False,4806
18,B000229,Herbert,Bateman,1928-08-07,M,R,,400569,,8,,,,VA,1,False,5101
19,B000236,Jim,Bates,1941-07-21,,D,,401231,,8,,,,CA,44,False,0644
20,B000318,Anthony,Beilenson,1932-10-26,M,D,,401310,,14,,,,CA,23,False,0623
21,B000371,Charles,Bennett,1910-12-02,M,D,,401363,,42,,,,FL,3,False,1203
22,B000392,Helen,Bentley,1923-11-28,F,R,,401383,,6,,,,MD,2,False,2402
23,B000403,Douglas,Bereuter,1939-10-06,M,R,,400023,,12,,,,NE,1,False,3101
24,B000410,Howard,Berman,1941-04-15,M,D,,400025,1592,8,,,,CA,26,False,0626
25,B000431,Tom,Bevill,1921-03-27,M,D,,401417,,24,,,,AL,4,False,0104
26,B000462,James,Bilbray,1938-05-19,M,D,,401446,,4,,,,NV,1,False,3201
27,B000463,Michael,Bilirakis,1930-07-16,M,R,,400028,,8,,,,FL,9,False,1209
28,B000551,Ben,Blaz,1928-02-14,,R,,401526,,6,,,,GU,At-Large,True,6698
29,B000556,Tom,Bliley,1932-01-28,M,R,,400571,,10,,,,VA,3,False,5103
30,B000586,Sherwood,Boehlert,1936-09-28,M,R,,400035,,8,,,,NY,25,False,3625
31,B000592,Corinne,Boggs,1916-03-13,F,D,,401560,,18,,,,LA,2,False,2202
32,B000619,David,Bonior,1945-06-06,M,D,,400527,,14,,,,MI,12,False,2612
33,B000644,Robert,Borski,1948-10-20,M,D,,400542,,8,,,,PA,3,False,4203
34,B000648,Douglas,Bosco,1946-07-28,,D,,401612,,8,,,,CA,1,False,0601
35,B000657,Rick,Boucher,1946-08-01,M,D,,400043,6736,8,,,,VA,9,False,5109
