,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,district,at_large,geoid
1,A000022,Gary,Ackerman,1942-11-19,M,D,False,400003,1002061.0,28,1655,132,0,NY,5,False,3605
2,A000055,Robert,Aderholt,1965-07-22,M,R,False,400004,45516.0,14,1655,63,0,AL,4,False,104
3,A000364,John,Adler,1959-08-23,M,D,False,412264,1030767.0,2,1655,34,0,NJ,3,False,3403
4,A000358,Todd,Akin,1947-07-05,M,R,False,400005,87412.0,10,1655,79,1,MO,2,False,2902
5,A000361,Rodney,Alexander,1946-12-05,M,R,False,400006,1004256.0,8,1655,88,0,LA,5,False,2205
6,A000362,Jason,Altmire,1968-03-07,M,D,False,412231,1022872.0,4,1655,0,0,PA,4,False,4204
7,A000210,Robert,Andrews,1957-08-04,M,D,False,400008,19670.0,22,1655,64,0,NJ,1,False,3401
8,A000363,Michael,Arcuri,1959-06-11,M,D,False,412224,1021495.0,4,1655,43,1,NY,24,False,3624
9,A000365,Steve,Austria,1958-10-12,M,R,False,412265,1031355.0,2,1655,18,0,OH,7,False,3907
10,B001234,Joe,Baca,1947-01-23,M,D,False,400009,81682.0,12,1655,46,0,CA,43,False,643
11,B001256,Michele,Bachmann,1956-04-06,F,R,False,412216,1021492.0,4,1655,144,0,MN,6,False,2706
12,B000013,Spencer,Bachus,1947-12-28,M,R,False,400010,26397.0,18,1655,51,0,AL,6,False,106
13,B001229,Brian,Baird,1956-03-07,M,D,False,400011,45981.0,12,1655,79,1,WA,3,False,5303
14,B001230,Tammy,Baldwin,1962-02-11,F,D,False,400013,57884.0,12,1655,37,3,WI,2,False,5502
15,B001239,J.,Barrett,1961-02-14,M,R,False,400016,1003613.0,8,1655,696,17,SC,3,False,4503
16,B001252,John,Barrow,1955-10-31,M,D,False,400628,1012025.0,6,1655,39,0,GA,12,False,1312
17,B000208,Roscoe,Bartlett,1926-06-03,M,R,False,400017,27026.0,18,1655,8,4,MD,6,False,2406
18,B000213,Joe,Barton,1949-09-15,M,R,False,400018,5248.0,26,1655,66,1,TX,6,False,4806
19,B001253,Melissa,Bean,1962-01-22,F,D,False,400631,,6,1655,79,1,IL,8,False,1708
20,B000287,Xavier,Becerra,1958-01-26,M,D,False,400021,26567.0,18,1655,64,1,CA,31,False,631
21,B001231,Shelley,Berkley,1951-01-20,F,D,False,400024,,12,1655,60,0,NV,1,False,3201
22,B000410,Howard,Berman,1941-04-15,M,D,False,400025,1592.0,28,1655,86,0,CA,28,False,628
23,B000420,Marion,Berry,1942-08-27,M,D,False,400026,45115.0,14,1655,155,2,AR,1,False,501
24,B001232,Judy,Biggert,1937-08-15,F,R,False,400027,57890.0,12,1655,14,0,IL,13,False,1713
25,B000461,Brian,Bilbray,1951-01-28,M,R,False,400570,36554.0,6,1655,83,1,CA,50,False,650
26,B001257,Gus,Bilirakis,1963-02-08,M,R,False,412250,1022873.0,6,1655,22,0,FL,9,False,1209
27,B001250,Rob,Bishop,1951-07-13,M,R,False,400029,1003621.0,8,1655,150,6,UT,1,False,4901
28,B000490,Sanford,Bishop,1947-02-04,M,D,False,400030,26194.0,18,1655,65,0,GA,2,False,1302
29,B001242,Timothy,Bishop,1950-06-01,M,D,False,400031,1003587.0,8,1655,44,0,NY,1,False,3601
30,B001243,Marsha,Blackburn,1952-06-06,F,R,False,400032,31226.0,8,1655,47,4,TN,7,False,4707
31,B000574,Earl,Blumenauer,1948-08-16,M,D,False,400033,43809.0,16,1655,50,2,OR,3,False,4103
32,B000575,Roy,Blunt,1950-01-10,M,R,False,400034,45465.0,14,1655,252,0,MO,7,False,2907
33,B001263,John,Boccieri,1969-10-05,M,D,False,412266,1028316.0,2,1655,26,1,OH,16,False,3916
34,B000589,John,Boehner,1949-11-17,M,R,False,400036,16740.0,20,1655,157,0,OH,8,False,3908
35,B001244,Jo,Bonner,1959-11-19,M,R,False,400038,1003546.0,8,1655,90,28,AL,1,False,101
36,B001228,Mary,Bono Mack,1961-10-24,F,R,False,400039,,14,1655,45,0,CA,45,False,645
37,B001236,John,Boozman,1950-12-10,M,R,False,400040,92069.0,10,1655,38,0,AR,3,False,503
39,B001254,Dan,Boren,1973-08-02,M,D,False,400645,1013053.0,6,1655,69,0,OK,2,False,4002
40,B000652,Leonard,Boswell,1934-01-10,M,D,False,400042,45520.0,14,1655,41,0,IA,3,False,1903
41,B000657,Rick,Boucher,1946-08-01,M,D,False,400043,6736.0,28,1655,124,0,VA,9,False,5109
42,B001255,Charles,Boustany,1956-02-21,M,R,False,400636,1013047.0,6,1655,60,0,LA,7,False,2207
43,B000716,Allen,Boyd,1945-06-06,M,D,False,400044,46164.0,14,1655,110,0,FL,2,False,1202
44,B000755,Kevin,Brady,1955-04-11,M,R,False,400046,45749.0,14,1655,66,0,TX,8,False,4808
45,B001227,Robert,Brady,1945-04-07,M,D,False,400047,55227.0,14,1655,61,0,PA,1,False,4201
46,B001259,Bruce,Braley,1957-10-30,M,D,False,412208,1020421.0,4,1655,99,1,IA,1,False,1901
47,B001264,Bobby,Bright,1952-07-21,M,D,False,412267,87180.0,2,1655,64,2,AL,2,False,102
48,B001262,Paul,Broun,1946-12-07,M,R,False,412252,1025092.0,4,1655,61,0,GA,10,False,1310
49,B000911,Corrine,Brown,1946-11-11,F,D,False,400048,26192.0,18,1655,122,2,FL,3,False,1203
50,B001235,Henry,Brown,1935-12-20,M,R,False,400049,1000221.0,10,1655,148,0,SC,1,False,4501
51,B001247,Ginny,Brown-Waite,1943-10-05,F,R,False,400051,1003557.0,8,1655,158,1,FL,5,False,1205
52,B001260,Vern,Buchanan,1951-05-08,M,R,False,412196,1021626.0,4,1655,40,4,FL,13,False,1213
53,B001248,Michael,Burgess,1950-12-23,M,R,False,400052,1003620.0,8,1655,63,1,TX,26,False,4826
54,B001149,Dan,Burton,1938-06-21,M,R,False,400055,,28,1655,32,4,IN,5,False,1805
55,B001251,G.,Butterfield,1947-04-27,M,D,False,400616,1013540.0,8,1655,86,29,NC,1,False,3701
56,B001203,Steve,Buyer,1958-11-26,M,R,False,400056,26475.0,18,1655,221,3,IN,4,False,1804
57,C000059,Ken,Calvert,1953-06-08,M,R,False,400057,26709.0,18,1655,46,0,CA,44,False,644
58,C000071,Dave,Camp,1953-07-09,M,R,False,400058,23039.0,20,1655,49,0,MI,4,False,2604
59,C001064,John,Campbell,1955-07-19,M,R,False,412011,1019004.0,6,1655,172,3,CA,48,False,648
60,C001046,Eric,Cantor,1963-06-06,M,R,False,400060,87402.0,10,1655,69,4,VA,7,False,5107
61,C001079,Anh,Cao,1967-03-13,M,R,False,412268,1031344.0,2,1655,106,1,LA,2,False,2202
62,C001047,Shelley,Capito,1953-11-26,F,R,False,400061,83737.0,10,1655,37,0,WV,2,False,5402
63,C001036,Lois,Capps,1938-01-10,F,D,False,400062,54075.0,14,1655,50,0,CA,23,False,623
64,C001037,Michael,Capuano,1952-01-09,M,D,False,400063,56760.0,12,1655,202,1,MA,8,False,2508
65,C001050,Dennis,Cardoza,1959-03-31,M,D,False,400065,87444.0,8,1655,107,1,CA,18,False,618
66,C001060,Russ,Carnahan,1958-07-10,M,D,False,400638,1003284.0,6,1655,39,0,MO,3,False,2903
67,C001065,Christopher,Carney,1959-03-02,M,D,False,412234,1018516.0,4,1655,151,2,PA,10,False,4210
68,C001072,André,Carson,1974-10-16,M,D,False,412258,1027364.0,4,1655,11,0,IN,7,False,1807
69,C001051,John,Carter,1941-11-06,M,R,False,400068,1004257.0,8,1655,93,0,TX,31,False,4831
70,C001075,Bill,Cassidy,1957-09-28,M,R,False,412269,1030546.0,2,1655,63,4,LA,6,False,2206
71,C000243,Michael,Castle,1939-07-02,M,R,False,400070,70.0,18,1655,4,0,DE,At-Large,True,1000
72,C001066,Kathy,Castor,1966-08-20,F,D,False,412195,1022874.0,4,1655,48,31,FL,11,False,1211
73,C001076,Jason,Chaffetz,1967-03-26,M,R,False,412270,1031362.0,2,1655,15,6,UT,3,False,4903
74,C001058,Ben,Chandler,1959-09-12,M,D,False,400442,1007734.0,8,1655,36,31,KY,6,False,2106
75,C001074,Travis,Childers,1958-03-29,M,D,False,412262,1028265.0,4,1655,43,0,MS,1,False,2801
78,C001067,Yvette,Clarke,1964-11-21,F,D,False,412221,1022875.0,4,1655,46,0,NY,11,False,3611
79,C001049,William,Clay,1956-07-27,M,D,False,400074,88332.0,10,1655,91,1,MO,1,False,2901
80,C001061,Emanuel,Cleaver,1944-10-26,M,D,False,400639,10933.0,6,1655,52,1,MO,5,False,2905
81,C000537,James,Clyburn,1940-07-21,M,D,False,400075,21607.0,18,1655,43,0,SC,6,False,4506
82,C000556,Howard,Coble,1931-03-18,M,R,False,400076,6961.0,26,1655,61,0,NC,6,False,3706
83,C001077,Mike,Coffman,1955-03-19,M,R,False,412271,1031340.0,2,1655,28,0,CO,6,False,806
84,C001068,Steve,Cohen,1949-05-24,M,D,False,412236,1022876.0,4,1655,54,1,TN,9,False,4709
85,C001053,Tom,Cole,1949-04-28,M,R,False,400077,1003609.0,8,1655,44,0,OK,4,False,4004
86,C001062,K.,Conaway,1948-06-11,M,R,False,400655,1004595.0,6,1655,36,31,TX,11,False,4811
87,C001078,Gerald,Connolly,1950-03-30,M,D,False,412272,1015936.0,2,1655,22,0,VA,11,False,5111
