,id,first_name,last_name,dob,gender,party,leadership_role,govtrack_id,cspan_id,seniority,total_votes,missed_votes,total_present,state,district,at_large,geoid,state_names
0,A000374,Ralph,Abraham,1954-09-16,M,R,False,412630.0,76236.0,4,1210,18.0,0.0,LA,5,False,2205,Louisiana
1,A000370,Alma,Adams,1946-05-27,F,D,False,412607.0,76386.0,6,1210,32.0,2.0,NC,12,False,3712,North Carolina
2,A000055,Robert,Aderholt,1965-07-22,M,R,False,400004.0,45516.0,22,1210,50.0,0.0,AL,4,False,104,Alabama
3,A000371,Pete,Aguilar,1979-06-19,M,D,False,412615.0,79994.0,4,1210,14.0,2.0,CA,31,False,631,California
4,A000372,Rick,Allen,1951-11-07,M,R,False,412625.0,62545.0,4,1210,16.0,0.0,GA,12,False,1312,Georgia
5,A000367,Justin,Amash,1980-04-18,M,R,False,412438.0,1033767.0,8,1210,1.0,2.0,MI,3,False,2603,Michigan
6,A000369,Mark,Amodei,1958-06-12,M,R,False,412500.0,62817.0,8,1210,36.0,2.0,NV,2,False,3202,Nevada
7,A000375,Jodey,Arrington,1972-03-09,M,R,False,412726.0,1016482.0,2,1210,32.0,0.0,TX,19,False,4819,Texas
8,B001291,Brian,Babin,1948-03-23,M,R,False,412655.0,44883.0,4,1210,20.0,0.0,TX,36,False,4836,Texas
9,B001298,Don,Bacon,1963-08-16,M,R,False,412713.0,103442.0,2,1210,1.0,0.0,NE,2,False,3102,Nebraska
10,B001306,Troy,Balderson,1962-01-16,M,R,False,412747.0,,2,1210,1.0,0.0,OH,12,False,3912,Ohio
11,B001299,Jim,Banks,1979-07-16,M,R,False,412702.0,89806.0,2,1210,5.0,0.0,IN,3,False,1803,Indiana
12,B001269,Lou,Barletta,1956-01-28,M,R,False,412469.0,29618.0,8,1210,139.0,0.0,PA,11,False,4211,Pennsylvania
13,B001282,Andy,Barr,1973-07-24,M,R,False,412541.0,61848.0,6,1210,22.0,0.0,KY,6,False,2106,Kentucky
14,B001300,Nanette,Barragán,1976-09-15,F,D,False,412687.0,104730.0,2,1210,31.0,2.0,CA,44,False,644,California
15,B000213,Joe,Barton,1949-09-15,M,R,False,400018.0,5248.0,34,1210,56.0,0.0,TX,6,False,4806,Texas
16,B001270,Karen,Bass,1953-10-03,F,D,False,412404.0,62502.0,8,1210,104.0,0.0,CA,37,False,637,California
17,B001281,Joyce,Beatty,1950-03-12,F,D,False,412565.0,67294.0,6,1210,68.0,2.0,OH,3,False,3903,Ohio
18,B000287,Xavier,Becerra,1958-01-26,M,D,False,400021.0,26567.0,26,1210,42.0,0.0,CA,34,False,634,California
19,B001287,Ami,Bera,1965-03-02,M,D,False,412512.0,1033636.0,6,1210,1.0,0.0,CA,7,False,607,California
20,B001301,Jack,Bergman,1947-02-02,M,R,False,412709.0,1020529.0,2,1210,12.0,0.0,MI,1,False,2601,Michigan
21,B001292,Donald,Beyer,1950-06-20,M,D,False,412657.0,21141.0,4,1210,58.0,1.0,VA,8,False,5108,Virginia
22,B001302,Andy,Biggs,1958-11-07,M,R,False,412683.0,105145.0,2,1210,4.0,0.0,AZ,5,False,405,Arizona
23,B001257,Gus,Bilirakis,1963-02-08,M,R,False,412250.0,1022873.0,14,1210,53.0,0.0,FL,12,False,1212,Florida
24,B001293,Mike,Bishop,1967-03-18,M,R,False,412635.0,78290.0,4,1210,54.0,0.0,MI,8,False,2608,Michigan
25,B001250,Rob,Bishop,1951-07-13,M,R,False,400029.0,1003621.0,16,1210,33.0,0.0,UT,1,False,4901,Utah
26,B000490,Sanford,Bishop,1947-02-04,M,D,False,400030.0,26194.0,26,1210,46.0,1.0,GA,2,False,1302,Georgia
27,B001273,Diane,Black,1951-01-16,F,R,False,412478.0,9268964.0,8,1210,320.0,0.0,TN,6,False,4706,Tennessee
28,B001243,Marsha,Blackburn,1952-06-06,F,R,False,400032.0,31226.0,16,1210,196.0,0.0,TN,7,False,4707,Tennessee
29,B001294,Rod,Blum,1955-04-26,M,R,False,412627.0,623771.0,4,1210,67.0,2.0,IA,1,False,1901,Iowa
30,B000574,Earl,Blumenauer,1948-08-16,M,D,False,400033.0,43809.0,24,1210,73.0,2.0,OR,3,False,4103,Oregon
31,B001303,Lisa,Blunt Rochester,1962-02-10,F,D,False,412689.0,104772.0,2,1210,19.0,2.0,DE,At-Large,True,1000,Delaware
32,B001278,Suzanne,Bonamici,1954-10-14,F,D,False,412501.0,63966.0,8,1210,7.0,2.0,OR,1,False,4101,Oregon
34,B001295,Mike,Bost,1960-12-30,M,R,False,412629.0,76176.0,4,1210,7.0,0.0,IL,12,False,1712,Illinois
35,B001296,Brendan,Boyle,1977-02-06,M,D,False,412652.0,76428.0,4,1210,71.0,2.0,PA,13,False,4213,Pennsylvania
36,B000755,Kevin,Brady,1955-04-11,M,R,False,400046.0,45749.0,22,1210,52.0,0.0,TX,8,False,4808,Texas
37,B001227,Robert,Brady,1945-04-07,M,D,False,400047.0,55227.0,22,1210,92.0,1.0,PA,1,False,4201,Pennsylvania
38,B001290,David,Brat,1964-07-27,M,R,False,412605.0,75248.0,6,1210,22.0,0.0,VA,7,False,5107,Virginia
39,B001283,Jim,Bridenstine,1975-06-15,M,R,False,412567.0,79705.0,6,1210,328.0,0.0,OK,1,False,4001,Oklahoma
40,B001284,Susan,Brooks,1960-08-25,F,R,False,412539.0,623720.0,6,1210,15.0,0.0,IN,5,False,1805,Indiana
41,B001274,Mo,Brooks,1954-04-29,M,R,False,412395.0,94888.0,8,1210,76.0,0.0,AL,5,False,105,Alabama
42,B001304,Anthony,Brown,1961-11-21,M,D,False,412707.0,1029537.0,2,1210,53.0,0.0,MD,4,False,2404,Maryland
43,B001285,Julia,Brownley,1952-08-28,F,D,False,412516.0,79783.0,6,1210,29.0,2.0,CA,26,False,626,California
44,B001260,Vern,Buchanan,1951-05-08,M,R,False,412196.0,1021626.0,12,1210,93.0,1.0,FL,16,False,1216,Florida
45,B001297,Ken,Buck,1959-02-16,M,R,False,412619.0,78285.0,4,1210,30.0,0.0,CO,4,False,804,Colorado
46,B001275,Larry,Bucshon,1962-05-31,M,R,False,412427.0,61837.0,8,1210,13.0,0.0,IN,8,False,1808,Indiana
47,B001305,Ted,Budd,1971-10-21,M,R,False,412712.0,103513.0,2,1210,7.0,0.0,NC,13,False,3713,North Carolina
48,B001248,Michael,Burgess,1950-12-23,M,R,False,400052.0,1003620.0,16,1210,23.0,0.0,TX,26,False,4826,Texas
