,id,first_name,last_name,dob,gender,current_party,govtrack_id,cspan_id,congress,chamber,state,district,senate_class,party,leadership_role,seniority,total_votes,missed_votes,total_present,bills_sponsored,bills_cosponsored,votes_with_party_pct,votes_against_party_pctcommittees,subcommittees,committees,votes_against_party_pct
0,M001121,Edmund,Muskie,1914-03-28,M,,408083,,96,Senate,ME,,1,D,,21,,,,,,,,0,0.0,
1,M001121,Edmund,Muskie,1914-03-28,M,,408083,,95,Senate,ME,,1,D,,19,,,,,,,,0,0.0,
2,M001121,Edmund,Muskie,1914-03-28,M,,408083,,94,Senate,ME,,1,D,,17,,,,,,,,0,0.0,
3,M001121,Edmund,Muskie,1914-03-28,M,,408083,,93,Senate,ME,,1,D,,15,,,,,,,,0,0.0,
4,M001121,Edmund,Muskie,1914-03-28,M,,408083,,92,Senate,ME,,1,D,,13,,,,,,,,0,0.0,
5,M001121,Edmund,Muskie,1914-03-28,M,,408083,,91,Senate,ME,,1,D,,11,,,,,,,,0,0.0,
6,M001121,Edmund,Muskie,1914-03-28,M,,408083,,90,Senate,ME,,1,D,,9,,,,,,,,0,0.0,
7,M001121,Edmund,Muskie,1914-03-28,M,,408083,,89,Senate,ME,,1,D,,7,,,,,,,,0,0.0,
8,M001121,Edmund,Muskie,1914-03-28,M,,408083,,88,Senate,ME,,1,D,,5,,,,,,,,0,0.0,
9,M001121,Edmund,Muskie,1914-03-28,M,,408083,,87,Senate,ME,,1,D,,3,,,,,,,,0,0.0,
10,M001121,Edmund,Muskie,1914-03-28,M,,408083,,86,Senate,ME,,1,D,,1,,,,,,,,0,0.0,
